"Time (ms)","Recording (a.u.)"
1.260464412E1,-1.477087103E-2
1.262547824E1,-1.512554847E-2
1.264631236E1,-1.548676938E-2
1.266714648E1,-1.589319669E-2
1.268798061E1,-1.630707458E-2
1.270881473E1,-1.668723300E-2
1.272964885E1,-1.708027534E-2
1.275048297E1,-1.747174934E-2
1.277131710E1,-1.782738045E-2
1.279215122E1,-1.820897311E-2
1.281298534E1,-1.859127730E-2
1.283381946E1,-1.895790175E-2
1.285465359E1,-1.935192943E-2
1.287548771E1,-1.967203245E-2
1.289632183E1,-1.989282109E-2
1.291715595E1,-2.013478987E-2
1.293799008E1,-2.039854974E-2
1.295882420E1,-2.055299468E-2
1.297965832E1,-2.058174647E-2
1.300049244E1,-2.063157596E-2
1.302132657E1,-2.072183974E-2
1.304216069E1,-2.074448764E-2
1.306299481E1,-2.063992061E-2
1.308382893E1,-2.049282938E-2
1.310466306E1,-2.038539387E-2
1.312549718E1,-2.019811049E-2
1.314633130E1,-1.988635585E-2
1.316716542E1,-1.952964254E-2
1.318799955E1,-1.909281686E-2
1.320883367E1,-1.858630776E-2
1.322966779E1,-1.807169802E-2
1.325050191E1,-1.752950996E-2
1.327133604E1,-1.692979410E-2
1.329217016E1,-1.620655134E-2
1.331300428E1,-1.539755240E-2
1.333383840E1,-1.462052390E-2
1.335467253E1,-1.383893471E-2
1.337550665E1,-1.297463290E-2
1.339634077E1,-1.204902679E-2
1.341717489E1,-1.105609909E-2
1.343800902E1,-1.000175159E-2
1.345884314E1,-8.909459226E-3
1.347967726E1,-7.816538215E-3
1.350051138E1,-6.750330795E-3
1.352134551E1,-5.653863773E-3
1.354217963E1,-4.479099065E-3
1.356301375E1,-3.251814516E-3
1.358384787E1,-2.044884488E-3
1.360468200E1,-8.444415289E-4
1.362551612E1,4.013334692E-4
1.364635024E1,1.634784043E-3
1.366718436E1,2.849925309E-3
1.368801849E1,4.135973752E-3
1.370885261E1,5.469576456E-3
1.372968673E1,6.730584428E-3
1.375052085E1,7.959306240E-3
1.377135498E1,9.245473891E-3
1.379218910E1,1.053756848E-2
1.381302322E1,1.176183578E-2
1.383385734E1,1.298311539E-2
1.385469147E1,1.423782483E-2
1.387552559E1,1.548715308E-2
1.389635971E1,1.672762632E-2
1.391719383E1,1.795777120E-2
1.393802796E1,1.918775402E-2
1.395886208E1,2.040109411E-2
1.397969620E1,2.157890797E-2
1.400053032E1,2.273816988E-2
1.402136445E1,2.390882745E-2
1.404219857E1,2.506553940E-2
1.406303269E1,2.617672831E-2
1.408386681E1,2.730242535E-2
1.410470094E1,2.841323614E-2
1.412553506E1,2.946847305E-2
1.414636918E1,3.051564097E-2
1.416720330E1,3.153120726E-2
1.418803743E1,3.249634057E-2
1.420887155E1,3.344211727E-2
1.422970567E1,3.439673781E-2
1.425053979E1,3.530745953E-2
1.427137392E1,3.615374863E-2
1.429220804E1,3.704037890E-2
1.431304216E1,3.791543096E-2
1.433387628E1,3.868222237E-2
1.435471041E1,3.938732296E-2
1.437554453E1,4.008450732E-2
1.439637865E1,4.077684879E-2
1.441721277E1,4.141486436E-2
1.443804690E1,4.195315763E-2
1.445888102E1,4.245567694E-2
1.447971514E1,4.293784127E-2
1.450054926E1,4.334206879E-2
1.452138339E1,4.366315529E-2
1.454221751E1,4.393490031E-2
1.456305163E1,4.413536564E-2
1.458388575E1,4.423582181E-2
1.460471988E1,4.430636019E-2
1.462555400E1,4.435132444E-2
1.464638812E1,4.432116821E-2
1.466722224E1,4.421430454E-2
1.468805637E1,4.407424480E-2
1.470889049E1,4.394429922E-2
1.472972461E1,4.371442273E-2
1.475055873E1,4.334910959E-2
1.477139286E1,4.296245798E-2
1.479222698E1,4.255966470E-2
1.481306110E1,4.211238027E-2
1.483389522E1,4.161446914E-2
1.485472935E1,4.107858241E-2
1.487556347E1,4.050551355E-2
1.489639759E1,3.986737877E-2
1.491723171E1,3.920326009E-2
1.493806584E1,3.852491826E-2
1.495889996E1,3.779293597E-2
1.497973408E1,3.701637313E-2
1.500056820E1,3.623389453E-2
1.502140233E1,3.542770073E-2
1.504223645E1,3.457159176E-2
1.506307057E1,3.368804976E-2
1.508390469E1,3.278570250E-2
1.510473882E1,3.185186908E-2
1.512557294E1,3.091004863E-2
1.514640706E1,3.000073507E-2
1.516724118E1,2.905659750E-2
1.518807531E1,2.805449441E-2
1.520890943E1,2.708707005E-2
1.522974355E1,2.611158043E-2
1.525057767E1,2.507461607E-2
1.527141180E1,2.402374148E-2
1.529224592E1,2.299114317E-2
1.531308004E1,2.199374139E-2
1.533391416E1,2.099238522E-2
1.535474829E1,2.001054212E-2
1.537558241E1,1.905100234E-2
1.539641653E1,1.806856133E-2
1.541725065E1,1.711037569E-2
1.543808478E1,1.619435474E-2
1.545891890E1,1.526309922E-2
1.547975302E1,1.430710312E-2
1.550058714E1,1.338967122E-2
1.552142127E1,1.251863874E-2
1.554225539E1,1.167882048E-2
1.556308951E1,1.082808711E-2
1.558392363E1,9.955147281E-3
1.560475776E1,9.140994400E-3
1.562559188E1,8.333062753E-3
1.564642600E1,7.497644983E-3
1.566726012E1,6.685161497E-3
1.568809425E1,5.897101946E-3
1.570892837E1,5.171573255E-3
1.572976249E1,4.476527683E-3
1.575059661E1,3.733795136E-3
1.577143074E1,2.991719870E-3
1.579226486E1,2.331339289E-3
1.581309898E1,1.708962023E-3
1.583393310E1,1.056479989E-3
1.585476723E1,3.757545783E-4
1.587560135E1,-2.927342430E-4
1.589643547E1,-9.408586193E-4
1.591726959E1,-1.576359849E-3
1.593810372E1,-2.216326073E-3
1.595893784E1,-2.854062710E-3
1.597977196E1,-3.450201591E-3
1.600060608E1,-4.038031213E-3
1.602144021E1,-4.641118459E-3
1.604227433E1,-5.263051949E-3
1.606310845E1,-5.876034964E-3
1.608394257E1,-6.446717307E-3
1.610477670E1,-6.999660749E-3
1.612561082E1,-7.538538892E-3
1.614644494E1,-8.102099411E-3
1.616727906E1,-8.705193177E-3
1.618811319E1,-9.305400774E-3
1.620894731E1,-9.861136787E-3
1.622978143E1,-1.032863650E-2
1.625061555E1,-1.079206541E-2
1.627144968E1,-1.129803807E-2
1.629228380E1,-1.180304773E-2
1.631311792E1,-1.230289694E-2
