"Time (ms)","Recording (a.u.)"
1.014621766E1,2.314216830E-2
1.016705178E1,2.324930765E-2
1.018788590E1,2.329996973E-2
1.020872003E1,2.331198752E-2
1.022955415E1,2.334213443E-2
1.025038827E1,2.333127894E-2
1.027122239E1,2.330096439E-2
1.029205652E1,2.325357124E-2
1.031289064E1,2.313086390E-2
1.033372476E1,2.307380363E-2
1.035455888E1,2.303934656E-2
1.037539301E1,2.285364084E-2
1.039622713E1,2.265978232E-2
1.041706125E1,2.252466232E-2
1.043789537E1,2.232785150E-2
1.045872950E1,2.211154252E-2
1.047956362E1,2.193752304E-2
1.050039774E1,2.169843763E-2
1.052123186E1,2.134170756E-2
1.054206599E1,2.095737122E-2
1.056290011E1,2.066578157E-2
1.058373423E1,2.048015222E-2
1.060456835E1,2.012221329E-2
1.062540248E1,1.949999109E-2
1.064623660E1,1.906546019E-2
1.066707072E1,1.904948615E-2
1.068790484E1,1.898652129E-2
1.070873897E1,1.835559122E-2
1.072957309E1,1.745510660E-2
1.075040721E1,1.688595861E-2
1.077124133E1,1.657425240E-2
1.079207546E1,1.618920825E-2
1.081290958E1,1.567115262E-2
1.083374370E1,1.520915423E-2
1.085457782E1,1.485258713E-2
1.087541195E1,1.437656116E-2
1.089624607E1,1.386761200E-2
1.091708019E1,1.332245022E-2
1.093791431E1,1.263884641E-2
1.095874844E1,1.197279524E-2
1.097958256E1,1.135481149E-2
1.100041668E1,1.082587708E-2
1.102125080E1,1.023870055E-2
1.104208493E1,9.525062516E-3
1.106291905E1,8.832832798E-3
1.108375317E1,8.194623515E-3
1.110458729E1,7.557788864E-3
1.112542142E1,6.892814767E-3
1.114625554E1,6.351566408E-3
1.116708966E1,5.788634066E-3
1.118792378E1,5.055809394E-3
1.120875791E1,4.348918796E-3
1.122959203E1,3.730551340E-3
1.125042615E1,3.141411347E-3
1.127126028E1,2.507650061E-3
1.129209440E1,1.855870127E-3
1.131292852E1,1.141007175E-3
1.133376264E1,3.871879599E-4
1.135459677E1,-2.529353369E-4
1.137543089E1,-9.404883021E-4
1.139626501E1,-1.643752563E-3
1.141709913E1,-2.276210347E-3
1.143793326E1,-2.959200181E-3
1.145876738E1,-3.611937165E-3
1.147960150E1,-4.303522408E-3
1.150043562E1,-5.074947607E-3
1.152126975E1,-5.776721053E-3
1.154210387E1,-6.397010759E-3
1.156293799E1,-7.011160254E-3
1.158377211E1,-7.678256836E-3
1.160460624E1,-8.303696290E-3
1.162544036E1,-8.853053674E-3
1.164627448E1,-9.437165223E-3
1.166710860E1,-1.010567043E-2
1.168794273E1,-1.080874819E-2
1.170877685E1,-1.141738892E-2
1.172961097E1,-1.197135169E-2
1.175044509E1,-1.259346213E-2
1.177127922E1,-1.321317255E-2
1.179211334E1,-1.369360369E-2
1.181294746E1,-1.413715072E-2
1.183378158E1,-1.472122688E-2
1.185461571E1,-1.530519873E-2
1.187544983E1,-1.576583833E-2
1.189628395E1,-1.619154774E-2
1.191711807E1,-1.671127230E-2
1.193795220E1,-1.724032313E-2
1.195878632E1,-1.762481779E-2
1.197962044E1,-1.803325489E-2
1.200045456E1,-1.848263107E-2
1.202128869E1,-1.885600761E-2
1.204212281E1,-1.924992539E-2
1.206295693E1,-1.964623854E-2
1.208379105E1,-1.998994686E-2
1.210462518E1,-2.029161155E-2
1.212545930E1,-2.059770934E-2
1.214629342E1,-2.091901191E-2
1.216712754E1,-2.122385800E-2
1.218796167E1,-2.147959545E-2
1.220879579E1,-2.170116082E-2
1.222962991E1,-2.196900547E-2
1.225046403E1,-2.224652283E-2
1.227129816E1,-2.244718559E-2
1.229213228E1,-2.258129045E-2
1.231296640E1,-2.269188687E-2
1.233380052E1,-2.277668007E-2
1.235463465E1,-2.289007604E-2
1.237546877E1,-2.302727103E-2
1.239630289E1,-2.312199026E-2
1.241713701E1,-2.317144908E-2
1.243797114E1,-2.327111363E-2
1.245880526E1,-2.335265651E-2
1.247963938E1,-2.325624228E-2
1.250047350E1,-2.313335240E-2
1.252130763E1,-2.305056155E-2
1.254214175E1,-2.297804691E-2
1.256297587E1,-2.288094535E-2
1.258380999E1,-2.273278311E-2
1.260464412E1,-2.263799682E-2
1.262547824E1,-2.249116637E-2
1.264631236E1,-2.225595526E-2
1.266714648E1,-2.203589305E-2
1.268798061E1,-2.178910933E-2
1.270881473E1,-2.151693404E-2
1.272964885E1,-2.121094987E-2
1.275048297E1,-2.091730572E-2
1.277131710E1,-2.064104751E-2
1.279215122E1,-2.030042559E-2
1.281298534E1,-1.998276822E-2
1.283381946E1,-1.972067915E-2
1.285465359E1,-1.935823448E-2
1.287548771E1,-1.886931807E-2
1.289632183E1,-1.834958047E-2
1.291715595E1,-1.796709932E-2
1.293799008E1,-1.789567620E-2
1.295882420E1,-1.777410693E-2
1.297965832E1,-1.713488065E-2
1.300049244E1,-1.620979980E-2
1.302132657E1,-1.559544355E-2
1.304216069E1,-1.524184085E-2
1.306299481E1,-1.469194144E-2
1.308382893E1,-1.422511414E-2
1.310466306E1,-1.400411688E-2
1.312549718E1,-1.362150349E-2
1.314633130E1,-1.314511523E-2
1.316716542E1,-1.270867698E-2
1.318799955E1,-1.211580634E-2
1.320883367E1,-1.145414449E-2
1.322966779E1,-1.089633442E-2
1.325050191E1,-1.034876425E-2
1.327133604E1,-9.775967337E-3
1.329217016E1,-9.194127284E-3
1.331300428E1,-8.539129980E-3
1.333383840E1,-7.901545614E-3
1.335467253E1,-7.359782234E-3
1.337550665E1,-6.796051282E-3
1.339634077E1,-6.120499689E-3
1.341717489E1,-5.561967846E-3
1.343800902E1,-5.120309535E-3
1.345884314E1,-4.482691176E-3
1.347967726E1,-3.794695949E-3
1.350051138E1,-3.221832681E-3
1.352134551E1,-2.689664019E-3
1.354217963E1,-2.151296008E-3
1.356301375E1,-1.550040906E-3
1.358384787E1,-9.321942925E-4
1.360468200E1,-3.616865142E-4
1.362551612E1,2.584881149E-4
1.364635024E1,9.887015913E-4
1.366718436E1,1.670212252E-3
1.368801849E1,2.256139880E-3
1.370885261E1,2.829176607E-3
1.372968673E1,3.449951764E-3
1.375052085E1,4.146006890E-3
1.377135498E1,4.792278633E-3
1.379218910E1,5.412397906E-3
1.381302322E1,6.016548723E-3
1.383385734E1,6.541633513E-3
1.385469147E1,7.064260077E-3
1.387552559E1,7.610159926E-3
1.389635971E1,8.186368272E-3
1.391719383E1,8.787702769E-3
1.393802796E1,9.426859207E-3
1.395886208E1,9.994011372E-3
1.397969620E1,1.046525314E-2
1.400053032E1,1.106119342E-2
1.402136445E1,1.166209113E-2
1.404219857E1,1.217559353E-2
1.406303269E1,1.268811151E-2
1.408386681E1,1.318891812E-2
1.410470094E1,1.371802576E-2
1.412553506E1,1.423431933E-2
1.414636918E1,1.468141004E-2
1.416720330E1,1.508660242E-2
1.418803743E1,1.553403400E-2
1.420887155E1,1.601049677E-2
1.422970567E1,1.646743901E-2
