Brix Chart - https://www.greenwoodassociates.com/wp-content/uploads/2020-Brix-Chart.pdf				
Brix	Specific Gravity	Weight Per Gallon	Pound Solid	Refractive Index
62,9	1,30633	10,871	6,838	1,4486
63	1,30694	10,876	6,852	1,4488
63,1	1,30754	10,881	6,866	1,449
63,2	1,30815	10,886	6,88	1,4493
63,3	1,30875	10,891	6,894	1,4495
63,4	1,30936	10,896	6,908	1,4497
63,5	1,30994	10,901	6,922	1,45
63,6	1,31055	10,906	6,936	1,4502
63,7	1,31117	10,911	6,95	1,4504
63,8	1,31177	10,916	6,964	1,4507
63,9	1,31237	10,921	6,978	1,4509
64	1,31297	10,926	6,993	1,4511
64,1	1,31359	10,931	7,007	1,4514
64,2	1,31418	10,936	7,021	1,4516
64,3	1,31479	10,941	7,035	1,4518
64,4	1,3154	10,946	7,049	1,4521
64,5	1,316	10,951	7,063	1,4523
64,6	1,31661	10,956	7,078	1,4525
64,7	1,31723	10,961	7,092	1,4528
64,8	1,31784	10,967	7,107	1,453
64,9	1,31845	10,972	7,121	1,4532
65	1,31905	10,977	7,135	1,4535
65,1	1,31966	10,982	7,149	1,4537
65,2	1,32028	10,987	7,164	1,4539
65,3	1,32089	10,992	7,178	1,45422
65,4	1,3215	10,997	7,192	1,4544
65,5	1,3221	11,002	7,206	1,4546
65,6	1,32271	11,007	7,221	1,4549
65,7	1,32332	11,012	7,235	1,4551
65,8	1,32393	11,017	7,249	1,4553
65,9	1,32455	11,022	7,263	1,4556
66	1,32516	11,027	7,279	1,4558
66,1	1,32577	11,033	7,293	1,4561
66,2	1,32638	11,038	7,307	1,4563
66,3	1,32699	11,043	7,322	1,4565
66,4	1,32759	11,048	7,336	1,4568
66,5	1,3282	11,053	7,35	1,457
66,6	1,32884	11,058	7,365	1,4572
66,7	1,32945	11,063	7,379	1,4575
66,8	1,33007	11,068	7,393	1,4577
66,9	1,33068	11,073	7,408	1,458
67	1,33129	11,079	7,423	1,4582
67,1	1,33292	11,084	7,437	1,4584
67,2	1,33254	11,089	7,452	1,4587
67,3	1,33315	11,094	7,466	1,4589
67,4	1,33377	11,099	7,481	1,4591
67,5	1,33438	11,104	7,495	1,4594
67,6	1,335	11,11	7,51	1,4596
67,7	1,33562	11,115	7,525	1,4599
67,8	1,33625	11,12	7,539	1,4601
67,9	1,33686	11,125	7,554	1,4603
68	1,33748	11,13	7,568	1,4606
68,1	1,3381	11,135	7,583	1,4608
68,2	1,33872	11,14	7,597	1,4611
68,3	1,33935	11,146	7,613	1,4613
68,4	1,33997	11,151	7,627	1,4615
68,5	1,34059	11,156	7,642	1,4618
68,6	1,34121	11,161	7,656	1,462
68,7	1,34183	11,166	7,671	1,4623
68,8	1,34245	11,172	7,686	1,4625
68,9	1,34309	11,177	7,701	1,4628
69	1,34371	11,182	7,716	1,463
69,1	1,34433	11,187	7,73	1,4632
69,2	1,34495	11,192	7,745	1,4635
69,3	1,34558	11,198	7,76	1,4637
69,4	1,34621	11,203	7,775	1,464
69,5	1,34684	11,208	7,79	1,4642
69,6	1,34746	11,213	7,804	1,4644
69,7	1,34809	11,218	7,819	1,4647
69,8	1,34871	11,224	7,834	1,4649
69,9	1,34934	11,229	7,849	1,4652
70	1,34997	11,234	7,864	1,4654
70,1	1,3506	11,239	7,879	1,4657
70,2	1,35123	11,245	7,894	1,4659
70,3	1,35186	11,25	7,909	1,4661
70,4	1,35248	11,255	7,924	1,4664
70,5	1,35311	11,26	7,938	1,4666
70,6	1,35375	11,265	7,953	1,4669
70,7	1,35438	11,271	7,969	1,4671
70,8	1,35501	11,276	7,983	1,4674
70,9	1,35564	11,281	7,998	1,4676
71	1,35627	11,286	8,013	1,4679
71,1	1,35691	11,292	8,029	1,4681
71,2	1,35754	11,297	8,043	1,4684
71,3	1,35817	11,302	8,058	1,4686
71,4	1,35881	11,308	8,074	1,4688
71,5	1,35944	11,313	8,089	1,4691
71,6	1,36008	11,318	8,104	1,4693
71,7	1,36072	11,323	8,119	1,4696
71,8	1,36135	11,329	8,134	1,4698
71,9	1,36198	11,334	8,149	1,4701
72	1,36261	11,339	8,164	1,4703
72,1	1,36324	11,345	8,18	1,4706
72,2	1,36389	11,35	8,195	1,4708
72,3	1,36452	11,355	8,21	1,4711
72,4	1,36516	11,36	8,225	1,4713
72,5	1,36579	11,366	8,24	1,4716
72,6	1,36643	11,371	8,255	1,4718
72,7	1,36707	11,376	8,27	1,4721
72,8	1,36771	11,382	8,286	1,4723
72,9	1,36836	11,387	8,301	1,4725
73	1,369	11,392	8,316	1,4728
73,1	1,36964	11,398	8,332	1,473
73,2	1,37028	11,403	8,347	1,4733
73,3	1,37092	11,408	8,362	1,4735
73,4	1,37156	11,414	8,378	1,4738
73,5	1,3722	11,419	8,393	1,474
73,7	1,37347	11,43	8,424	1,4745
73,8	1,37411	11,435	8,439	1,4748
73,9	1,37476	11,44	8,454	1,475
74	1,37541	11,446	8,47	1,4753
74,1	1,37605	11,451	8,485	1,4756
74,2	1,37669	11,456	8,5	1,4758
74,3	1,37733	11,462	8,516	1,476
74,4	1,37798	11,467	8,531	1,4763
74,5	1,37864	11,473	8,547	1,4765
74,6	1,37928	11,478	8,563	1,4768
74,7	1,37993	11,483	8,578	1,477
74,8	1,38057	11,489	8,594	1,4773
74,9	1,38122	11,494	8,609	1,4776
75	1,38187	11,499	8,624	1,4778
75,1	1,38252	11,505	8,64	1,4781
75,2	1,38316	11,51	8,656	1,4783
75,3	1,38381	11,516	8,672	1,4786
75,4	1,38445	11,521	8,687	1,4788
75,5	1,3851	11,526	8,703	1,4791
75,6	1,38575	11,532	8,718	1,4793
75,7	1,3864	11,537	8,734	1,4796
75,8	1,38705	11,543	8,75	1,4798
75,9	1,3877	11,548	8,765	1,4801
76	1,38835	11,554	8,781	1,4803
76,1	1,38902	11,559	8,796	1,4806
76,2	1,38967	11,564	8,812	1,4808
76,3	1,39032	11,57	8,828	1,4811
76,4	1,39097	11,575	8,843	1,4814
76,5	1,39162	11,581	8,859	1,4816
76,6	1,39228	11,586	8,875	1,4819
76,7	1,39293	11,592	8,891	1,4821
76,8	1,39358	0,597	8,906	1,4824
76,9	1,39423	11,602	8,922	1,4826
77	1,39489	11,608	8,938	1,4829
77,1	1,39554	11,613	8,954	1,4831
77,2	1,39619	11,619	8,97	1,4834
77,3	1,39685	11,624	8,985	1,4836
77,4	1,3975	11,63	9,002	1,4839
77,5	1,39816	11,635	9,017	1,4841
77,6	1,39882	11,641	9,033	1,4844
77,7	1,39949	11,646	9,049	1,4847
77,8	1,40014	11,652	9,065	1,4849
77,9	1,4008	11,657	9,081	1,4852
78	1,40146	11,663	9,097	1,4854
78,1	1,40211	11,668	9,113	1,4857
78,2	1,40277	11,673	9,128	1,486
78,3	1,40344	11,679	9,145	1,4862
78,4	1,40409	11,684	9,16	1,4865
78,5	1,40475	11,69	9,177	1,4867
78,6	1,40541	11,695	9,192	1,487
78,7	1,40607	11,701	9,209	1,4873
78,8	1,40674	11,706	9,224	1,4875
78,9	1,4084	11,712	9,241	1,4878
79	1,40806	11,717	9,256	1,488
79,1	1,40872	11,723	9,273	1,4883
79,2	1,40938	11,728	9,289	1,4886
79,3	1,41005	11,734	9,305	1,4888
79,4	1,41072	11,74	9,322	1,4891
79,5	1,41138	11,745	9,337	1,4893
79,6	1,41204	11,751	9,354	1,4896
79,7	1,4127	11,756	9,37	1,4899
79,8	1,41337	11,762	9,386	1,4901
79,9	1,41404	11,767	9,402	1,4904
80	1,41471	11,773	9,418	1,4906
