element	sp_num	obs_wl_vac(nm)	unc_obs_wl	ritz_wl_vac(nm)	unc_ritz_wl	intens	Aki(s^-1)	fik	Acc	Ei(cm-1)	Ek(cm-1)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
Hg	2	"198.0702"	"0.0003"	"198.07055"	"0.00010"	"0.33"	"4.2e+05"	"1.9e-04"		"84212.404"	"134699.466"	"5d9.6s.6p"	"(2D<5/2>,3P<1>)*"	"7/2"	"5d10.8d"	"2D"	"5/2"		"T7226"	"L11760"	
Hg	2	"198.1512"	"0.0003"	"198.15142"	"0.00010"	"150"	"5.4e+06"	"4.2e-03"		"84836.143"	"135302.600"	"5d9.6s.6p"	"(2D<5/2>,3P<1>)*"	"5/2"	"5d9.6s.7s"	"[(2D<5/2>,1/2)<3>,1/2]"	"7/2"		"T7226"	"L11760"	
Hg	2	"198.7841"	"0.0002"	"198.78423"	"0.00010"	"100000"	"4.3e+07"	"3.8e-02"		"50555.567"	"100861.369"	"5d9.6s2"	"2D"	"3/2"	"5d9.6s.6p"	"(2D<3/2>,3P<1>)*"	"5/2"		"T7226"	"L11760"	
Hg	2	"200.0635"	"0.0003"	"200.06322"	"0.00010"	"1"	"8.8e+05"	"4.0e-04"		"95187.361"	"145171.560"	"5d9.6s.6p"	"(2D<5/2>,3P<2>)*"	"7/2"	"5d9.6s.6d"	"[(2D<5/2>,1/2)<3>,5/2]"	"5/2"		"T7226"	"L11760"	
Hg	1	"200.256"	"0.002"	"200.2520"	"0.0008"	"2d"	""	""		"44042.909"	"93980.0"	"5d10.6s.6p"	"3P*"	"2"	"5d10.6p2"	"3P"	"1"		""	"L15189c86"	
Hg	2	"200.5316"	"0.0003"	"200.53172"	"0.00010"	"45"	"5.2e+07"	"3.1e-02"		"95304.138"	"145171.560"	"5d9.6s.6p"	"(2D<5/2>,3P<2>)*"	"5/2"	"5d9.6s.6d"	"[(2D<5/2>,1/2)<3>,5/2]"	"5/2"		"T7226"	"L11760"	
Hg	2	"201.0992"	"0.0003"	"201.09916"	"0.00010"	"3.5"	"1.1e+06"	"4.4e-04"		"84836.143"	"134562.854"	"5d9.6s.6p"	"(2D<5/2>,3P<1>)*"	"5/2"	"5d10.8d"	"2D"	"3/2"		"T7226"	"L11760"	
Hg	2	"201.5822"	"0.0003"	"201.58204"	"0.00010"	"4"	"8.5e+06"	"3.5e-03"		"95304.138"	"144911.731"	"5d9.6s.6p"	"(2D<5/2>,3P<2>)*"	"5/2"	"5d9.6s.6d"	"[(2D<5/2>,1/2)<3>,5/2]"	"3/2"		"T7226"	"L11760"	
Hg	2	"201.7900"	"0.0003"	"201.78992"	"0.00010"	"7"	"1.0e+07"	"9.2e-03"		"97095.774"	"146652.263"	"5d9.6s.6p"	"(2D<3/2>,3P<0>)*"	"3/2"	"5d9.6p2"	"(2D<5/2>,3P<0>)"	"5/2"		"T7226"	"L11760"	
Hg	2	"202.2950"	"0.0003"	"202.29436"	"0.00010"	"50u"	"1.4e+08"	"1.1e-01"		"108975.732"	"158408.647"	"5d9.6s.6p"	"(2D<5/2>,1P<1>)*"	"5/2"	"5d9.6p2"	"(2D<5/2>,3P<2>)"	"7/2"		"T7226"	"L11760"	
Hg	2	"202.2978"	"0.0003"	"202.29811"	"0.00010"	"600p"	"7.7e+07"	"5.9e-02"		"95187.361"	"144619.360"	"5d9.6s.6p"	"(2D<5/2>,3P<2>)*"	"7/2"	"5d9.6s.6d"	"[(2D<5/2>,1/2)<3>,3/2]"	"9/2"		"T7226"	"L11760"	
Hg	2	"202.7513"	"0.0002"	"202.75126"	"0.00010"	"175000"	"1.6e+07"	"9.9e-03"		"35514.624"	"84836.143"	"5d9.6s2"	"2D"	"5/2"	"5d9.6s.6p"	"(2D<5/2>,3P<1>)*"	"5/2"		"T7226"	"L11760"	
Hg	2	"203.0227"	"0.0003"	"203.02228"	"0.00010"	"20"	"1.8e+07"	"7.4e-03"		"95304.138"	"144559.816"	"5d9.6s.6p"	"(2D<5/2>,3P<2>)*"	"5/2"	"5d9.6s.6d"	"[(2D<5/2>,1/2)<3>,3/2]"	"3/2"		"T7226"	"L11760"	
Hg	2	"203.2407"	"0.0003"	"203.24011"	"0.00010"	"3.5"	"9.0e+06"	"8.4e-03"		"106086.013"	"155288.900"	"5d9.6s.6p"	"(2D<5/2>,1P<1>)*"	"3/2"	"5d9.6p2"	"(2D<5/2>,3P<1>)"	"5/2"		"T7226"	"L11760"	
Hg	2	"203.8385"	"0.0003"	"203.83827"	"0.00010"	"3.5"	"1.9e+07"	"1.2e-02"		"96187.932"	"145246.433"	"5d9.6s.6p"	"(2D<5/2>,3P<2>)*"	"1/2"	"5d9.6s.6d"	"[(2D<5/2>,1/2)<3>,5/2]"	"1/2"		"T7226"	"L11760"	
Hg	2	"204.2928"	"0.0003"	"204.29228"	"0.00010"	"3"	"1.8e+08"	"1.1e-01"		"108975.732"	"157925.207"	"5d9.6s.6p"	"(2D<5/2>,1P<1>)*"	"5/2"	"5d9.6p2"	"(2D<5/2>,3P<2>)"	"5/2"		"T7226"	"L11760"	
Hg	2	"205.0708"	"0.0003"	"205.07133"	"0.00010"	"10"	"1.7e+01"	"1.6e-08"		"97095.774"	"145859.294"	"5d9.6s.6p"	"(2D<3/2>,3P<0>)*"	"3/2"	"5d9.6s.6d"	"[(2D<5/2>,1/2)<3>,3/2]"	"5/2"		"T7226"	"L11760"	
Hg	2	"205.2388"	"0.0003"	"205.23851"	"0.00010"	"3.5"	"3.0e+06"	"3.8e-03"		"96187.932"	"144911.731"	"5d9.6s.6p"	"(2D<5/2>,3P<2>)*"	"1/2"	"5d9.6s.6d"	"[(2D<5/2>,1/2)<3>,5/2]"	"3/2"		"T7226"	"L11760"	
Hg	2	"205.3486"	"0.0002"	"205.34817"	"0.00010"	"750000"	"5.9e+07"	"5.0e-02"		"35514.624"	"84212.404"	"5d9.6s2"	"2D"	"5/2"	"5d9.6s.6p"	"(2D<5/2>,3P<1>)*"	"7/2"		"T7226"	"L11760"	
Hg	2	"205.5422"	"0.0003"	""	""	"20"	""	""		""	""	""	""	""	""	""	""		""	"L11760"	
Hg	2	"206.0965"	"0.0003"	"206.09638"	"0.00010"	"2"	"7.3e+05"	"7.0e-04"		"86178.478"	"134699.466"	"5d9.6s.6p"	"(2D<5/2>,3P<1>)*"	"3/2"	"5d10.8d"	"2D"	"5/2"		"T7226"	"L11760"	
Hg	2	"206.7317"	"0.0003"	"206.73166"	"0.00010"	"3"	"3.0e+06"	"3.8e-03"		"96187.932"	"144559.816"	"5d9.6s.6p"	"(2D<5/2>,3P<2>)*"	"1/2"	"5d9.6s.6d"	"[(2D<5/2>,1/2)<3>,3/2]"	"3/2"		"T7226"	"L11760"	
Hg	2	"211.7093"	"0.0002"	"211.70941"	"0.00010"	"45"	"4.8e+07"	"4.3e-02"		"111174.092"	"158408.647"	"5d9.6s.6p"	"(2D<3/2>,3P<2>)*"	"5/2"	"5d9.6p2"	"(2D<5/2>,3P<2>)"	"7/2"		"T7226"	"L11760"	
Hg	2	"214.8682"	"0.0002"	"214.86797"	"0.00010"	"90000"	"1.1e+07"	"7.6e-03"		"50555.567"	"97095.774"	"5d9.6s2"	"2D"	"3/2"	"5d9.6s.6p"	"(2D<3/2>,3P<0>)*"	"3/2"		"T7226"	"L11760"	
Hg	2	"215.9213"	"0.0003"	"215.92131"	"0.00010"	"1"	"1.2e+06"	"8.4e-04"		"108975.732"	"155288.900"	"5d9.6s.6p"	"(2D<5/2>,1P<1>)*"	"5/2"	"5d9.6p2"	"(2D<5/2>,3P<1>)"	"5/2"		"T7226"	"L11760"	
Hg	1	"216.648"	"0.003"	"216.648"	"0.003"	""	""	""		"37644.982"	"83802.8"	"5d10.6s.6p"	"3P*"	"0"	"5d10.6s.20d"	"3D"	"1"		""	"L7591"	
Hg	1	"216.880"	"0.003"	"216.881"	"0.003"	""	""	""		"37644.982"	"83753.3"	"5d10.6s.6p"	"3P*"	"0"	"5d10.6s.19d"	"3D"	"1"		""	"L7591"	
Hg	1	"217.166"	"0.002"	"217.1665"	"0.0019"	"0h,w"	""	""		"37644.982"	"83692.6"	"5d10.6s.6p"	"3P*"	"0"	"5d10.6s.18d"	"3D"	"1"		""	"L7431c86"	
Hg	2	"217.1822"	"0.0002"	"217.18215"	"0.00010"	"40"	"1.0e+06"	"1.1e-03"		"94092.834"	"140137.134"	"5d9.6s.6p"	"(2D<5/2>,3P<2>)*"	"3/2"	"5d9.6s.7s"	"[(2D<5/2>,1/2)<2>,1/2]"	"5/2"		"T7226"	"L11760"	
Hg	1	"217.373"	"0.003"	"217.3780"	"0.0014"	""	""	""		"37644.982"	"83647.8"	"5d10.6s.6p"	"3P*"	"0"	"5d10.6s.19s"	"3S"	"1"		""	"L7591"	
Hg	1	"217.513"	"0.002"	"217.5127"	"0.0019"	"0h,w"	""	""		"37644.982"	"83619.3"	"5d10.6s.6p"	"3P*"	"0"	"5d10.6s.17d"	"3D"	"1"		""	"L7431c86"	
Hg	1	"217.776"	"0.003"	"217.7752"	"0.0014"	""	""	""		"37644.982"	"83563.9"	"5d10.6s.6p"	"3P*"	"0"	"5d10.6s.18s"	"3S"	"1"		""	"L7591"	
Hg	1	"217.944"	"0.002"	"217.9437"	"0.0014"	"1h,w"	""	""		"37644.982"	"83528.4"	"5d10.6s.6p"	"3P*"	"0"	"5d10.6s.16d"	"3D"	"1"		""	"L7431c86"	
Hg	2	"218.1570"	"0.0003"	"218.15702"	"0.00010"	"1"	"2.4e+07"	"1.7e-02"		"106215.059"	"152053.602"	"5d9.6s.6p"	"(2D<5/2>,1P<1>)*"	"7/2"	"5d9.6p2"	"(2D<5/2>,3P<1>)"	"7/2"		"T7226"	"L11760"	
Hg	1	"218.274"	"0.003"	"218.2752"	"0.0014"	""	""	""		"37644.982"	"83458.7"	"5d10.6s.6p"	"3P*"	"0"	"5d10.6s.17s"	"3S"	"1"		""	"L7591"	
Hg	2	"218.3840"	"0.0002"	"218.38403"	"0.00010"	"40"	"1.0e+07"	"7.1e-03"		"100861.369"	"146652.263"	"5d9.6s.6p"	"(2D<3/2>,3P<1>)*"	"5/2"	"5d9.6p2"	"(2D<5/2>,3P<0>)"	"5/2"		"T7226"	"L11760"	
Hg	1	"218.489"	"0.002"	"218.4879"	"0.0014"	"1h,w"	""	""		"37644.982"	"83414.1"	"5d10.6s.6p"	"3P*"	"0"	"5d10.6s.15d"	"3D"	"1"		""	"L7431c86"	
Hg	2	"218.7544"	"0.0003"	"218.75432"	"0.00010"	"1"	""	""		"123411.351"	"169124.734"	"5d10.5f"	"2F*"	"5/2"	"5d9.6p2"	"(2D<5/2>,1D<2>)"	"7/2"		""	"L11760"	
Hg	1	"218.914"	"0.003"	"218.9155"	"0.0010"	""	""	""		"37644.982"	"83324.7"	"5d10.6s.6p"	"3P*"	"0"	"5d10.6s.16s"	"3S"	"1"		""	"L7591"	
Hg	2	"219.0852"	"0.0003"	"219.08536"	"0.00010"	"18"	"2.6e+06"	"2.5e-03"		"100861.369"	"146505.679"	"5d9.6s.6p"	"(2D<3/2>,3P<1>)*"	"5/2"	"5d9.6s.6d"	"[(2D<5/2>,1/2)<3>,5/2]"	"7/2"		"T7226"	"L11760"	
Hg	2	"219.1429"	"0.0002"	"219.14271"	"0.00010"	"15000"	"1.0e+07"	"3.6e-03"		"50555.567"	"96187.932"	"5d9.6s2"	"2D"	"3/2"	"5d9.6s.6p"	"(2D<5/2>,3P<2>)*"	"1/2"		"T7226"	"L11760"	
Hg	1	"219.194"	"0.003"	"219.1943"	"0.0019"	""	""	""		"37644.982"	"83266.6"	"5d10.6s.6p"	"3P*"	"0"	"5d10.6s.14d"	"3D"	"1"		""	"L7591"	
Hg	1	"219.755"	"0.003"	"219.7574"	"0.0010"	""	""	""		"37644.982"	"83149.7"	"5d10.6s.6p"	"3P*"	"0"	"5d10.6s.15s"	"3S"	"1"		""	"L7591"	
Hg	1	"220.127"	"0.002"	"220.1265"	"0.0015"	"2"	""	""		"37644.982"	"83073.4"	"5d10.6s.6p"	"3P*"	"0"	"5d10.6s.13d"	"3D"	"1"		""	"L7431c86"	
Hg	2	"220.7595"	"0.0003"	""	""	"18"	""	""		""	""	""	""	""	""	""	""		""	"L11760"	
Hg	1	"220.895"	"0.002"	"220.8948"	"0.0010"	"0"	""	""		"37644.982"	"82915.4"	"5d10.6s.6p"	"3P*"	"0"	"5d10.6s.14s"	"3S"	"1"		""	"L7431c86"	
Hg	1	"221.407"	"0.002"	"221.4054"	"0.0015"	"3"	""	""		"37644.982"	"82811.0"	"5d10.6s.6p"	"3P*"	"0"	"5d10.6s.12d"	"3D"	"1"		""	"L7431c86"	
Hg	2	"221.6954"	"0.0003"	"221.69544"	"0.00010"	"125"	"9.5e+06"	"9.3e-03"		"100861.369"	"145968.295"	"5d9.6s.6p"	"(2D<3/2>,3P<1>)*"	"5/2"	"5d9.6s.6d"	"[(2D<5/2>,1/2)<3>,3/2]"	"7/2"		"T7226"	"L11760"	
Hg	2	"222.4705"	"0.0003"	"222.47053"	"0.00010"	"4500"	"2.7e+07"	"1.5e-02"		"95187.361"	"140137.134"	"5d9.6s.6p"	"(2D<5/2>,3P<2>)*"	"7/2"	"5d9.6s.7s"	"[(2D<5/2>,1/2)<2>,1/2]"	"5/2"		"T7226"	"L11760"	
Hg	1	"222.488"	"0.003"	"222.4898"	"0.0009"	""	""	""		"37644.982"	"82590.86"	"5d10.6s.6p"	"3P*"	"0"	"5d10.6s.13s"	"3S"	"1"		""	"L7591"	
Hg	2	"222.5403"	"0.0002"	"222.54031"	"0.00010"	"200000"	"7.5e+08"	"8.4e-01"		"60608.362"	"105544.042"	"5d10.6p"	"2P*"	"3/2"	"5d10.6d"	"2D"	"5/2"		"T7226"	"L11760"	
Hg	2	"223.0500"	"0.0003"	"223.05001"	"0.00010"	"400"	"1.0e+07"	"7.5e-03"		"95304.138"	"140137.134"	"5d9.6s.6p"	"(2D<5/2>,3P<2>)*"	"5/2"	"5d9.6s.7s"	"[(2D<5/2>,1/2)<2>,1/2]"	"5/2"		"T7226"	"L11760"	
Hg	2	"223.0725"	"0.0002"	"223.07217"	"0.00010"	"7500"	"1.5e+08"	"1.1e-01"		"94092.834"	"138921.375"	"5d9.6s.6p"	"(2D<5/2>,3P<2>)*"	"3/2"	"5d9.6s.7s"	"[(2D<5/2>,1/2)<2>,1/2]"	"3/2"		"T7226"	"L11760"	
Hg	1	"223.163"	"0.003"	"223.1634"	"0.0015"	"0"	""	""		"37644.982"	"82455.2"	"5d10.6s.6p"	"3P*"	"0"	"5d10.6s.9f"	"3F*"	"2"	E2	""	"L7591,L7589c86"	
Hg	1	"223.226"	"0.002"	"223.2237"	"0.0003"	"6"	""	""		"37644.982"	"82443.10"	"5d10.6s.6p"	"3P*"	"0"	"5d10.6s.11d"	"3D"	"1"		""	"L7431c86"	
Hg	1	"224.827"	"0.002"	"224.8252"	"0.0004"	"6"	""	""		"37644.982"	"82123.98"	"5d10.6s.6p"	"3P*"	"0"	"5d10.6s.12s"	"3S"	"1"		""	"L7431"	
Hg	1	"225.275"	"0.003"	"225.275"	"0.003"	""	""	""		"39412.237"	"83802.4"	"5d10.6s.6p"	"3P*"	"1"	"5d10.6s.20d"	"3D"	"2"		""	"L7591"	
Hg	2	"225.3484"	"0.0002"	"225.34817"	"0.00010"	"100000"	"1.2e+08"	"9.1e-02"		"60608.362"	"104984.138"	"5d10.6p"	"2P*"	"3/2"	"5d10.6d"	"2D"	"3/2"		"T7226"	"L11760"	
Hg	1	"225.529"	"0.003"	"225.525"	"0.003"	"*"	""	""		"39412.237"	"83753.3"	"5d10.6s.6p"	"3P*"	"1"	"5d10.6s.19d"	"3D"	"1"		""	"L7591"	
Hg	1	"225.529"	"0.003"	"225.529"	"0.003"	"*"	""	""		"39412.237"	"83752.5"	"5d10.6s.6p"	"3P*"	"1"	"5d10.6s.19d"	"3D"	"2"		""	"L7591"	
Hg	2	"225.6167"	"0.0003"	"225.61698"	"0.00010"	"4"	"1.3e+06"	"6.6e-04"		"95304.138"	"139627.043"	"5d9.6s.6p"	"(2D<5/2>,3P<2>)*"	"5/2"	"5d10.9d"	"2D"	"3/2"		"T7226"	"L11760"	
Hg	2	"225.6819"	"0.0003"	"225.68172"	"0.00010"	"2.5"	"3.5e+06"	"2.7e-03"		"100861.369"	"145171.560"	"5d9.6s.6p"	"(2D<3/2>,3P<1>)*"	"5/2"	"5d9.6s.6d"	"[(2D<5/2>,1/2)<3>,5/2]"	"5/2"		"T7226"	"L11760"	
Hg	1	"225.716"	"0.003"	"225.7165"	"0.0015"	""	""	""		"39412.237"	"83715.6"	"5d10.6s.6p"	"3P*"	"1"	"5d10.6s.20s"	"3S"	"1"		""	"L7591"	
Hg	1	"225.833"	"0.003"	"225.835"	"0.003"	""	""	""		"39412.237"	"83692.4"	"5d10.6s.6p"	"3P*"	"1"	"5d10.6s.18d"	"3D"	"2"		""	"L7591"	
Hg	1	"225.850"	"0.013"	"225.8452"	"0.0015"	"0"	""	""		"37644.982"	"81923.1"	"5d10.6s.6p"	"3P*"	"0"	"5d10.6s.8f"	"3F*"	"2"	E2	""	"L7589c86"	
Hg	2	"225.9377"	"0.0003"	"225.93745"	"0.00010"	"10"	"9.5e+06"	"7.3e-03"		"103873.302"	"148133.339"	"5d9.6s.6p"	"(2D<3/2>,3P<1>)*"	"1/2"	"5d9.6s.6d"	"[(2D<5/2>,1/2)<2>,3/2]"	"1/2"		"T7226"	"L11760"	
Hg	1	"225.941"	"0.003"	"225.9427"	"0.0010"	""	""	""		"37644.982"	"81904.0"	"5d10.6s.6p"	"3P*"	"0"	"5d10.6s.10d"	"3D"	"1"		""	"L7591"	
Hg	1	"226.063"	"0.003"	"226.0625"	"0.0015"	""	""	""		"39412.237"	"83647.8"	"5d10.6s.6p"	"3P*"	"1"	"5d10.6s.19s"	"3S"	"1"		""	"L7591"	
Hg	2	"226.09939"	"0.00005"	"226.09939"	"0.00010"	"600000"	"3.0e+08"	"2.3e-01"		"51486.070"	"95714.406"	"5d10.6p"	"2P*"	"1/2"	"5d10.7s"	"2S"	"1/2"		"T7226"	"L11760"	
Hg	1	"226.206"	"0.003"	"226.2046"	"0.0020"	"*"	""	""		"39412.237"	"83620.0"	"5d10.6s.6p"	"3P*"	"1"	"5d10.6s.17d"	"3D"	"2"		""	"L7591"	
Hg	1	"226.206"	"0.003"	"226.2082"	"0.0020"	"*"	""	""		"39412.237"	"83619.3"	"5d10.6s.6p"	"3P*"	"1"	"5d10.6s.17d"	"3D"	"1"		""	"L7591"	
Hg	1	"226.206"	"0.003"	"226.2189"	"0.0010"	"*"	""	""		"39412.237"	"83617.2"	"5d10.6s.6p"	"3P*"	"1"	"5d10.6s.17d"	"1D"	"2"		""	"L7591"	
Hg	2	"226.29227"	"0.00006"	"226.29227"	"0.00010"	"750000"	"8.0e+06"	"6.1e-03"		"35514.624"	"79705.262"	"5d9.6s2"	"2D"	"5/2"	"5d9.6s.6p"	"(2D<5/2>,3P<0>)*"	"5/2"		"T7226"	"L11760"	
Hg	2	"226.4334"	"0.0002"	"226.43342"	"0.00010"	"100000"	"2.8e+08"	"1.7e-01"		"91139.508"	"135302.600"	"5d9.6s.6p"	"(2D<5/2>,3P<2>)*"	"9/2"	"5d9.6s.7s"	"[(2D<5/2>,1/2)<3>,1/2]"	"7/2"		"T7226"	"L11760"	
Hg	1	"226.491"	"0.003"	"226.4920"	"0.0015"	""	""	""		"39412.237"	"83563.9"	"5d10.6s.6p"	"3P*"	"1"	"5d10.6s.18s"	"3S"	"1"		""	"L7591"	
Hg	1	"226.672"	"0.003"	"226.671"	"0.003"	"*"	""	""		"39412.237"	"83529.1"	"5d10.6s.6p"	"3P*"	"1"	"5d10.6s.16d"	"3D"	"2"		""	"L7591"	
Hg	1	"226.672"	"0.003"	"226.6743"	"0.0015"	"*"	""	""		"39412.237"	"83528.4"	"5d10.6s.6p"	"3P*"	"1"	"5d10.6s.16d"	"3D"	"1"		""	"L7591"	
Hg	1	"226.672"	"0.003"	"226.6830"	"0.0010"	"*"	""	""		"39412.237"	"83526.7"	"5d10.6s.6p"	"3P*"	"1"	"5d10.6s.16d"	"1D"	"2"		""	"L7591"	
Hg	1	"227.031"	"0.003"	"227.0330"	"0.0015"	""	""	""		"39412.237"	"83458.7"	"5d10.6s.6p"	"3P*"	"1"	"5d10.6s.17s"	"3S"	"1"		""	"L7591"	
Hg	1	"227.050"	"0.005"	"227.05131"	"0.00004"	""	""	""		"0.000"	"44042.909"	"5d10.6s2"	"1S"	"0"	"5d10.6s.6p"	"3P*"	"2"	HF	""	"L15222"	
Hg	1	"227.260"	"0.003"	"227.259"	"0.003"	"*"	""	""		"39412.237"	"83414.8"	"5d10.6s.6p"	"3P*"	"1"	"5d10.6s.15d"	"3D"	"2"		""	"L7591"	
Hg	1	"227.260"	"0.003"	"227.2631"	"0.0015"	"*"	""	""		"39412.237"	"83414.1"	"5d10.6s.6p"	"3P*"	"1"	"5d10.6s.15d"	"3D"	"1"		""	"L7591"	
Hg	1	"227.260"	"0.003"	"227.2755"	"0.0010"	"*"	""	""		"39412.237"	"83411.7"	"5d10.6s.6p"	"3P*"	"1"	"5d10.6s.15d"	"1D"	"2"		""	"L7591"	
Hg	1	"227.724"	"0.003"	"227.7258"	"0.0010"	""	""	""		"39412.237"	"83324.7"	"5d10.6s.6p"	"3P*"	"1"	"5d10.6s.16s"	"3S"	"1"		""	"L7591"	
Hg	1	"228.021"	"0.003"	"228.0233"	"0.0021"	"*"	""	""		"39412.237"	"83267.4"	"5d10.6s.6p"	"3P*"	"1"	"5d10.6s.14d"	"3D"	"2"		""	"L7591"	
Hg	1	"228.021"	"0.003"	"228.0275"	"0.0021"	"*"	""	""		"39412.237"	"83266.6"	"5d10.6s.6p"	"3P*"	"1"	"5d10.6s.14d"	"3D"	"1"		""	"L7591"	
Hg	1	"228.021"	"0.003"	"228.0446"	"0.0010"	"*"	""	""		"39412.237"	"83263.3"	"5d10.6s.6p"	"3P*"	"1"	"5d10.6s.14d"	"1D"	"2"		""	"L7591"	
Hg	1	"228.461"	"0.003"	"228.4608"	"0.0004"	""	""	""		"37644.982"	"81416.17"	"5d10.6s.6p"	"3P*"	"0"	"5d10.6s.11s"	"3S"	"1"		""	"L7591"	
Hg	1	"228.637"	"0.003"	"228.6369"	"0.0010"	""	""	""		"39412.237"	"83149.7"	"5d10.6s.6p"	"3P*"	"1"	"5d10.6s.15s"	"3S"	"1"		""	"L7591"	
Hg	2	"228.8411"	"0.0003"	"228.84108"	"0.00010"	"5"	"2.5e+06"	"1.3e-03"		"100861.369"	"144559.816"	"5d9.6s.6p"	"(2D<3/2>,3P<1>)*"	"5/2"	"5d9.6s.6d"	"[(2D<5/2>,1/2)<3>,3/2]"	"3/2"		"T7226"	"L11760"	
Hg	2	"228.9800"	"0.0003"	""	""	"15"	""	""		""	""	""	""	""	""	""	""		""	"L11760"	
Hg	1	"229.033"	"0.003"	"229.0334"	"0.0010"	"*"	""	""		"39412.237"	"83074.0"	"5d10.6s.6p"	"3P*"	"1"	"5d10.6s.13d"	"3D"	"2"		""	"L7591"	
Hg	1	"229.033"	"0.003"	"229.0365"	"0.0016"	"*"	""	""		"39412.237"	"83073.4"	"5d10.6s.6p"	"3P*"	"1"	"5d10.6s.13d"	"3D"	"1"		""	"L7591"	
Hg	1	"229.059"	"0.003"	"229.0601"	"0.0009"	""	""	""		"39412.237"	"83068.90"	"5d10.6s.6p"	"3P*"	"1"	"5d10.6s.13d"	"1D"	"2"		""	"L7591"	
Hg	2	"229.2670"	"0.0002"	"229.26716"	"0.00010"	"7000h"	"1.2e+08"	"6.3e-02"		"95304.138"	"138921.375"	"5d9.6s.6p"	"(2D<5/2>,3P<2>)*"	"5/2"	"5d9.6s.7s"	"[(2D<5/2>,1/2)<2>,1/2]"	"3/2"		"T7226"	"L11760"	
Hg	2	"229.6885"	"0.0002"	"229.68828"	"0.00010"	"12000"	"1.7e+06"	"1.3e-03"		"50555.567"	"94092.834"	"5d9.6s2"	"2D"	"3/2"	"5d9.6s.6p"	"(2D<5/2>,3P<2>)*"	"3/2"		"T7226"	"L11760"	
Hg	1	"229.774"	"0.003"	"229.7759"	"0.0011"	""	""	""		"39412.237"	"82932.9"	"5d10.6s.6p"	"3P*"	"1"	"5d10.6s.14s"	"1S"	"0"		""	"L7591"	
Hg	1	"229.868"	"0.003"	"229.8683"	"0.0011"	""	""	""		"39412.237"	"82915.4"	"5d10.6s.6p"	"3P*"	"1"	"5d10.6s.14s"	"3S"	"1"		""	"L7591"	
Hg	2	"230.0521"	"0.0002"	"230.05223"	"0.00010"	"4"	"5.3e+06"	"6.3e-03"		"103183.874"	"146652.263"	"5d9.6s.6p"	"(2D<3/2>,3P<1>)*"	"3/2"	"5d9.6p2"	"(2D<5/2>,3P<0>)"	"5/2"		"T7226"	"L11760"	
Hg	1	"230.118"	"0.013"	"230.1040"	"0.0016"	"0"	""	""		"37644.982"	"81103.6"	"5d10.6s.6p"	"3P*"	"0"	"5d10.6s.7f"	"3F*"	"2"	E2	""	"L7589c86"	
Hg	2	"230.2072"	"0.0003"	"230.20729"	"0.00010"	"6"	"1.6e+06"	"2.5e-03"		"96187.932"	"139627.043"	"5d9.6s.6p"	"(2D<5/2>,3P<2>)*"	"1/2"	"5d10.9d"	"2D"	"3/2"		"T7226"	"L11760"	
Hg	1	"230.2768"	"0.0004"	"230.2769"	"0.0003"	"30"	""	""		"37644.982"	"81070.96"	"5d10.6s.6p"	"3P*"	"0"	"5d10.6s.9d"	"3D"	"1"		""	"L3451"	
Hg	1	"230.414"	"0.003"	"230.4143"	"0.0010"	"*"	""	""		"39412.237"	"82812.32"	"5d10.6s.6p"	"3P*"	"1"	"5d10.6s.12d"	"3D"	"2"		""	"L7591"	
Hg	1	"230.414"	"0.003"	"230.4213"	"0.0016"	"*"	""	""		"39412.237"	"82811.0"	"5d10.6s.6p"	"3P*"	"1"	"5d10.6s.12d"	"3D"	"1"		""	"L7591"	
Hg	1	"230.449"	"0.003"	"230.4522"	"0.0010"	""	""	""		"39412.237"	"82805.18"	"5d10.6s.6p"	"3P*"	"1"	"5d10.6s.12d"	"1D"	"2"		""	"L7591"	
Hg	1	"231.459"	"0.003"	"231.4629"	"0.0011"	""	""	""		"39412.237"	"82615.7"	"5d10.6s.6p"	"3P*"	"1"	"5d10.6s.13s"	"1S"	"0"		""	"L7591"	
Hg	3	"231.486"	"0.010"	""	""	"7"	""	""		""	""	""	""	""	""	""	""		""	"L3332"	
Hg	1	"231.592"	"0.003"	"231.5961"	"0.0010"	""	""	""		"39412.237"	"82590.86"	"5d10.6s.6p"	"3P*"	"1"	"5d10.6s.13s"	"3S"	"1"		""	"L7591"	
Hg	1	"232.374"	"0.003"	"232.3789"	"0.0009"	""	""	""		"39412.237"	"82445.40"	"5d10.6s.6p"	"3P*"	"1"	"5d10.6s.11d"	"3D"	"2"		""	"L7591"	
Hg	1	"232.3910"	"0.0004"	"232.3913"	"0.0004"	"20"	""	""		"39412.237"	"82443.10"	"5d10.6s.6p"	"3P*"	"1"	"5d10.6s.11d"	"3D"	"1"		""	"L3451"	
Hg	1	"232.427"	"0.003"	"232.4313"	"0.0009"	""	""	""		"39412.237"	"82435.70"	"5d10.6s.6p"	"3P*"	"1"	"5d10.6s.11d"	"1D"	"2"		""	"L7591"	
Hg	2	"232.7947"	"0.0003"	"232.79463"	"0.00010"	"20"	"3.0e+07"	"3.2e-02"		"121960.399"	"164916.716"	"5d9.6s.6p"	"(2D<3/2>,1P<1>)*"	"5/2"	"5d9.6s.6d"	"[(2D<3/2>,1/2)<2>,5/2]"	"7/2"		"T7226"	"L11760"	
