element	sp_num	obs_wl_vac(nm)	unc_obs_wl	ritz_wl_vac(nm)	unc_ritz_wl	intens	Aki(s^-1)	fik	Acc	Ei(cm-1)	Ek(cm-1)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
Hg	1	"301.236"	"0.006"	"301.2397"	"0.0005"	"3*"	""	""		"44042.909"	"77239.06"	"5d10.6s.6p"	"3P*"	"2"	"5d10.6s.5f"	"3F*"	"3"	E2	""	"L4742,L7589c86"	
Hg	1	"301.236"	"0.006"	"301.2597"	"0.0004"	"3*"	""	""		"44042.909"	"77236.86"	"5d10.6s.6p"	"3P*"	"2"	"5d10.6s.5f"	"3F*"	"2"	E2	""	"L4742,L7589c86"	
Hg	1	"302.23840"	"0.00010"	"302.23841"	"0.00010"	"1200"	"5.1e+07"	"9.8e-02"	B+	"44042.909"	"77129.372"	"5d10.6s.6p"	"3P*"	"2"	"5d10.6s.7d"	"3D"	"3"		"T5292"	"L7247"	
Hg	1	"302.4351"	"0.0002"	"302.43553"	"0.00006"	"300"	"9.4e+06"	"1.29e-02"	B	"44042.909"	"77107.807"	"5d10.6s.6p"	"3P*"	"2"	"5d10.6s.7d"	"3D"	"2"		"T5292"	"L3456"	
Hg	1	"302.6487"	"0.0006"	"302.64960"	"0.00017"	"30"	""	""		"44042.909"	"77084.42"	"5d10.6s.6p"	"3P*"	"2"	"5d10.6s.7d"	"3D"	"1"		""	"L3451"	
Hg	1	"302.8371"	"0.0002"	"302.83703"	"0.00006"	"60"	"1.98e+06"	"2.7e-03"	C+	"44042.909"	"77063.970"	"5d10.6s.6p"	"3P*"	"2"	"5d10.6s.7d"	"1D"	"2"		"T5292"	"L3456"	
Hg	2	"303.5799"	"0.0004"	"303.57981"	"0.00010"	"2000"	"4.2e+07"	"5.8e-02"		"111971.464"	"144911.731"	"5d10.7p"	"2P*"	"3/2"	"5d9.6s.6d"	"[(2D<5/2>,1/2)<3>,5/2]"	"3/2"		"T7226"	"L11760"	
Hg	1	"303.933"	"0.006"	"303.9296"	"0.0006"	""	""	""		"44042.909"	"76945.27"	"5d10.6s.6p"	"3P*"	"2"	"5d9.6s2.(2D<5/2>).6p"	"2[7/2]*"	"4"	E2	""	"L4742"	
Hg	2	"304.5496"	"0.0004"	"304.54971"	"0.00010"	"25p"	"9.2e+03"	"1.3e-05"		"106086.013"	"138921.375"	"5d9.6s.6p"	"(2D<5/2>,1P<1>)*"	"3/2"	"5d9.6s.7s"	"[(2D<5/2>,1/2)<2>,1/2]"	"3/2"		"T7226"	"L11760"	
Hg	2	"304.6047"	"0.0004"	"304.60442"	"0.00010"	"30w"	"1.9e+05"	"3.3e-04"		"106215.059"	"139044.524"	"5d9.6s.6p"	"(2D<5/2>,1P<1>)*"	"7/2"	"5d10.6g"	"2G"	"9/2"		"T7226"	"L11760"	
Hg	2	"304.6047"	"0.0004"	"304.60444"	"0.00010"	"30w"	"6.9e+03"	"9.6e-06"		"106215.059"	"139044.521"	"5d9.6s.6p"	"(2D<5/2>,1P<1>)*"	"7/2"	"5d10.6g"	"2G"	"7/2"		"T7226"	"L11760"	
Hg	2	"304.9390"	"0.0004"	"304.93807"	"0.00010"	"25"	"2.4e+05"	"4.5e-04"		"100861.369"	"133654.913"	"5d9.6s.6p"	"(2D<3/2>,3P<1>)*"	"5/2"	"5d10.5g"	"2G"	"7/2"		"T7226"	"L11760"	
Hg	1	"305.0592"	"0.0009"	"305.0592"	"0.0008"	""	""	""		"44042.909"	"76823.43"	"5d10.6s.6p"	"3P*"	"2"	"5d10.6s.8p"	"3P*"	"2"	E2	""	"L12931,L4742"	
Hg	2	"305.6654"	"0.0004"	"305.66532"	"0.00010"	"60"	"1.8e+06"	"3.8e-03"		"111971.464"	"144686.984"	"5d10.7p"	"2P*"	"3/2"	"5d10.11d"	"2D"	"5/2"		"T7226"	"L11760"	
Hg	2	"306.5420"	"0.0004"	"306.54184"	"0.00010"	"800"	"6.0e+06"	"1.7e-02"		"106299.401"	"138921.375"	"5d9.6s.6p"	"(2D<3/2>,3P<2>)*"	"1/2"	"5d9.6s.7s"	"[(2D<5/2>,1/2)<2>,1/2]"	"3/2"		"T7226"	"L11760"	
Hg	2	"306.8576"	"0.0004"	"306.85811"	"0.00010"	"480"	"8.0e+06"	"1.1e-02"		"111971.464"	"144559.816"	"5d10.7p"	"2P*"	"3/2"	"5d9.6s.6d"	"[(2D<5/2>,1/2)<3>,3/2]"	"3/2"		"T7226"	"L11760"	
Hg	2	"307.0069"	"0.0004"	""	""	"40"	""	""		""	""	""	""	""	""	""	""		""	"L11760"	
Hg	2	"307.1370"	"0.0004"	""	""	"35"	""	""		""	""	""	""	""	""	""	""		""	"L11760"	
Hg	2	"308.8446"	"0.0004"	""	""	"1100c"	""	""		""	""	""	""	""	""	""	""		""	"L11760"	
Hg	3	"309.095"	"0.010"	""	""	"15"	""	""		""	""	""	""	""	""	""	""		""	"L3332"	
Hg	2	"310.3568"	"0.0004"	""	""	"150"	""	""		""	""	""	""	""	""	""	""		""	"L11760"	
Hg	2	"311.7099"	"0.0004"	"311.71025"	"0.00010"	"15000"	"8.8e+06"	"2.6e-02"		"95714.406"	"127795.481"	"5d10.7s"	"2S"	"1/2"	"5d10.8p"	"2P*"	"3/2"		"T7226"	"L11760"	
Hg	1	"312.65801"	"0.00010"	"312.65793"	"0.00005"	"4000"	"6.6e+07"	"1.60e-01"	B+	"39412.237"	"71396.073"	"5d10.6s.6p"	"3P*"	"1"	"5d10.6s.6d"	"3D"	"2"		"T5292"	"L7247"	
Hg	1	"313.24626"	"0.00010"	"313.24623"	"0.00006"	"3000"	""	""		"39412.237"	"71336.005"	"5d10.6s.6p"	"3P*"	"1"	"5d10.6s.6d"	"3D"	"1"		""	"L7247"	
Hg	1	"313.27517"	"0.00010"	"313.27520"	"0.00005"	"4000"	""	""		"39412.237"	"71333.053"	"5d10.6s.6p"	"3P*"	"1"	"5d10.6s.6d"	"1D"	"2"		""	"L7247"	
Hg	1	"313.7588"	"0.0010"	"313.75902"	"0.00013"	""	""	""		"37644.982"	"69516.576"	"5d10.6s.6p"	"3P*"	"0"	"5d10.6s.7p"	"3P*"	"0"	2P	""	"L12931"	
Hg	2	"314.0589"	"0.0004"	""	""	"30"	""	""		""	""	""	""	""	""	""	""		""	"L11760"	
Hg	1	"314.519"	"0.006"	"314.51428"	"0.00009"	""	""	""		"39412.237"	"71207.296"	"5d10.6s.6p"	"3P*"	"1"	"5d10.6s.7p"	"3P*"	"2"	E2	""	"L4742"	
Hg	2	"317.3034"	"0.0003"	"317.30326"	"0.00010"	"40h"	"1.2e+05"	"2.7e-04"		"103183.874"	"134699.466"	"5d9.6s.6p"	"(2D<3/2>,3P<1>)*"	"3/2"	"5d10.8d"	"2D"	"5/2"		"T7226"	"L11760"	
Hg	2	"318.8666"	"0.0004"	""	""	"70h"	""	""		""	""	""	""	""	""	""	""		""	"L11760"	
Hg	2	"319.1942"	"0.0003"	"319.19451"	"0.00010"	"7500"	"1.5e+07"	"4.6e-02"		"108298.183"	"139627.043"	"5d10.7p"	"2P*"	"1/2"	"5d10.9d"	"2D"	"3/2"		"T7226"	"L11760"	
Hg	2	"319.2514"	"0.0003"	""	""	"35"	""	""		""	""	""	""	""	""	""	""		""	"L11760"	
Hg	2	"320.2310"	"0.0003"	"320.23120"	"0.00010"	"2500"	"1.0e+07"	"1.5e-02"		"95714.406"	"126941.844"	"5d10.7s"	"2S"	"1/2"	"5d10.8p"	"2P*"	"1/2"		"T7226"	"L11760"	
Hg	2	"320.8636"	"0.0003"	""	""	"500"	""	""		""	""	""	""	""	""	""	""		""	"L11760"	
Hg	2	"320.9096"	"0.0003"	"320.90982"	"0.00010"	"120000"	"8.2e+07"	"1.3e-01"		"108975.732"	"140137.134"	"5d9.6s.6p"	"(2D<5/2>,1P<1>)*"	"5/2"	"5d9.6s.7s"	"[(2D<5/2>,1/2)<2>,1/2]"	"5/2"		"T7226"	"L11760"	
Hg	2	"322.8745"	"0.0003"	""	""	"150h"	""	""		""	""	""	""	""	""	""	""		""	"L11760"	
Hg	2	"325.3014"	"0.0003"	"325.30114"	"0.00010"	"450"	"2.5e+06"	"5.9e-03"		"111971.464"	"142712.211"	"5d10.7p"	"2P*"	"3/2"	"5d10.10d"	"2D"	"5/2"		"T7226"	"L11760"	
Hg	2	"325.3854"	"0.0003"	""	""	"100"	""	""		""	""	""	""	""	""	""	""		""	"L11760"	
Hg	2	"325.6957"	"0.0003"	""	""	"80h"	""	""		""	""	""	""	""	""	""	""		""	"L11760"	
Hg	2	"325.8440"	"0.0004"	"325.84379"	"0.00010"	"900h"	"1.0e+07"	"3.2e-02"		"103873.302"	"134562.854"	"5d9.6s.6p"	"(2D<3/2>,3P<1>)*"	"1/2"	"5d10.8d"	"2D"	"3/2"		"T7226"	"L11760"	
Hg	2	"326.2492"	"0.0011"	"326.25032"	"0.00010"	"3G"	"6.5e+04"	"6.9e-05"		"108975.732"	"139627.043"	"5d9.6s.6p"	"(2D<5/2>,1P<1>)*"	"5/2"	"5d10.9d"	"2D"	"3/2"		"T7226"	"L11760"	
Hg	2	"326.4980"	"0.0004"	"326.49751"	"0.00010"	"60000"	"2.3e+07"	"5.5e-02"		"106086.013"	"136714.118"	"5d9.6s.6p"	"(2D<5/2>,1P<1>)*"	"3/2"	"5d9.6s.7s"	"[(2D<5/2>,1/2)<3>,1/2]"	"5/2"		"T7226"	"L11760"	
Hg	2	"326.5493"	"0.0004"	"326.54989"	"0.00010"	"100l"	"1.4e+06"	"4.5e-03"		"108298.183"	"138921.375"	"5d10.7p"	"2P*"	"1/2"	"5d9.6s.7s"	"[(2D<5/2>,1/2)<2>,1/2]"	"3/2"		"T7226"	"L11760"	
Hg	2	"327.8791"	"0.0004"	"327.87897"	"0.00010"	"10000"	"1.8e+07"	"2.2e-02"		"106215.059"	"136714.118"	"5d9.6s.6p"	"(2D<5/2>,1P<1>)*"	"7/2"	"5d9.6s.7s"	"[(2D<5/2>,1/2)<3>,1/2]"	"5/2"		"T7226"	"L11760"	
Hg	2	"327.9049"	"0.0004"	"327.90476"	"0.00010"	"100h"	"4.8e+06"	"1.2e-02"		"109191.648"	"139688.308"	"5d9.6s.6p"	"(2D<3/2>,3P<2>)*"	"3/2"	"5d10.9d"	"2D"	"5/2"		"T7226"	"L11760"	
Hg	3	"328.397"	"0.010"	""	""	"5"	""	""		""	""	""	""	""	""	""	""		""	"L3332"	
Hg	2	"328.5658"	"0.0004"	"328.56482"	"0.00010"	"10"	"1.0e+06"	"1.6e-03"		"109191.648"	"139627.043"	"5d9.6s.6p"	"(2D<3/2>,3P<2>)*"	"3/2"	"5d10.9d"	"2D"	"3/2"		"T7226"	"L11760"	
Hg	2	"329.0314"	"0.0004"	"329.03098"	"0.00010"	"300h"	"1.3e+04"	"1.6e-05"		"95187.361"	"125579.636"	"5d9.6s.6p"	"(2D<5/2>,3P<2>)*"	"7/2"	"5d10.7d"	"2D"	"5/2"		"T7226"	"L11760"	
Hg	1	"330.5824"	"0.0011"	"330.58326"	"0.00021"	""	""	""		"39412.237"	"69661.803"	"5d10.6s.6p"	"3P*"	"1"	"5d10.6s.7p"	"3P*"	"1"	2P	""	"L12931"	
Hg	3	"331.323"	"0.010"	""	""	"12"	""	""		""	""	""	""	""	""	""	""		""	"L3332"	
Hg	2	"331.8234"	"0.0004"	"331.82355"	"0.00010"	"700"	"5.5e+06"	"9.1e-03"		"108298.183"	"138434.682"	"5d10.7p"	"2P*"	"1/2"	"5d10.10s"	"2S"	"1/2"		"T7226"	"L11760"	
Hg	2	"333.0959"	"0.0004"	"333.09580"	"0.00010"	"150c"	"3.5e+04"	"3.9e-05"		"95304.138"	"125325.531"	"5d9.6s.6p"	"(2D<5/2>,3P<2>)*"	"5/2"	"5d10.7d"	"2D"	"3/2"		"T7226"	"L11760"	
Hg	2	"333.6185"	"0.0004"	""	""	"300"	""	""		""	""	""	""	""	""	""	""		""	"L11760"	
Hg	2	"333.9384"	"0.0004"	"333.93840"	"0.00010"	"2000c"	"2.4e+06"	"2.7e-03"		"108975.732"	"138921.375"	"5d9.6s.6p"	"(2D<5/2>,1P<1>)*"	"5/2"	"5d9.6s.7s"	"[(2D<5/2>,1/2)<2>,1/2]"	"3/2"		"T7226"	"L11760"	
Hg	2	"333.9669"	"0.0004"	""	""	"30"	""	""		""	""	""	""	""	""	""	""		""	"L11760"	
Hg	2	"333.9924"	"0.0004"	"333.99240"	"0.00010"	"50"	"2.6e+04"	"2.2e-05"		"111971.464"	"141912.265"	"5d10.7p"	"2P*"	"3/2"	"5d10.11s"	"2S"	"1/2"		"T7226"	"L11760"	
Hg	1	"334.24448"	"0.00010"	"334.24442"	"0.00008"	"700"	"1.68e+07"	"1.69e-02"	B+	"44042.909"	"73961.135"	"5d10.6s.6p"	"3P*"	"2"	"5d10.6s.8s"	"3S"	"1"		"T5292"	"L7247"	
Hg	2	"334.9450"	"0.0004"	""	""	"80"	""	""		""	""	""	""	""	""	""	""		""	"L11760"	
Hg	2	"336.3637"	"0.0004"	"336.36367"	"0.00010"	"10"	"5.5e+05"	"9.3e-04"		"109191.648"	"138921.375"	"5d9.6s.6p"	"(2D<3/2>,3P<2>)*"	"3/2"	"5d9.6s.7s"	"[(2D<5/2>,1/2)<2>,1/2]"	"3/2"		"T7226"	"L11760"	
Hg	1	"336.368"	"0.003"	"336.367"	"0.003"	""	""	""		"54068.6829"	"83798.1"	"5d10.6s.6p"	"1P*"	"1"	"5d10.6s.20d"	"1D"	"2"		""	"L7591"	
Hg	1	"336.912"	"0.003"	"336.912"	"0.003"	""	""	""		"54068.6829"	"83750.05"	"5d10.6s.6p"	"1P*"	"1"	"5d10.6s.19d"	"1D"	"2"		""	"L7591"	
Hg	1	"337.270"	"0.003"	"337.270"	"0.003"	""	""	""		"54068.6829"	"83718.5"	"5d10.6s.6p"	"1P*"	"1"	"5d10.6s.20s"	"1S"	"0"		""	"L7591"	
Hg	2	"337.4302"	"0.0004"	""	""	"500"	""	""		""	""	""	""	""	""	""	""		""	"L11760"	
Hg	1	"337.590"	"0.003"	"337.590"	"0.003"	""	""	""		"54068.6829"	"83690.4"	"5d10.6s.6p"	"1P*"	"1"	"5d10.6s.18d"	"1D"	"2"		""	"L7591"	
Hg	1	"338.041"	"0.003"	"338.0398"	"0.0023"	""	""	""		"54068.6829"	"83651.0"	"5d10.6s.6p"	"1P*"	"1"	"5d10.6s.19s"	"1S"	"0"		""	"L7591"	
Hg	1	"338.427"	"0.003"	"338.4265"	"0.0023"	""	""	""		"54068.6829"	"83617.2"	"5d10.6s.6p"	"1P*"	"1"	"5d10.6s.17d"	"1D"	"2"		""	"L7591"	
Hg	2	"338.6075"	"0.0004"	"338.60786"	"0.00010"	"2000c"	"1.5e+07"	"1.9e-02"		"110604.447"	"140137.134"	"5d9.6s.6p"	"(2D<3/2>,3P<2>)*"	"7/2"	"5d9.6s.7s"	"[(2D<5/2>,1/2)<2>,1/2]"	"5/2"		"T7226"	"L11760"	
Hg	1	"338.975"	"0.003"	"338.9794"	"0.0023"	""	""	""		"54068.6829"	"83569.0"	"5d10.6s.6p"	"1P*"	"1"	"5d10.6s.18s"	"1S"	"0"		""	"L7591"	
Hg	3	"338.998"	"0.010"	""	""	"8"	""	""		""	""	""	""	""	""	""	""		""	"L3332"	
Hg	1	"339.468"	"0.003"	"339.4662"	"0.0023"	""	""	""		"54068.6829"	"83526.7"	"5d10.6s.6p"	"1P*"	"1"	"5d10.6s.16d"	"1D"	"2"		""	"L7591"	
Hg	1	"340.166"	"0.003"	"340.166"	"0.003"	""	""	""		"54068.6829"	"83466.1"	"5d10.6s.6p"	"1P*"	"1"	"5d10.6s.17s"	"1S"	"0"		""	"L7591"	
Hg	2	"340.2365"	"0.0004"	""	""	"200"	""	""		""	""	""	""	""	""	""	""		""	"L11760"	
Hg	1	"340.797"	"0.003"	"340.7966"	"0.0023"	""	""	""		"54068.6829"	"83411.7"	"5d10.6s.6p"	"1P*"	"1"	"5d10.6s.15d"	"1D"	"2"		""	"L7591"	
Hg	1	"341.696"	"0.003"	"341.6956"	"0.0023"	""	""	""		"54068.6829"	"83334.5"	"5d10.6s.6p"	"1P*"	"1"	"5d10.6s.16s"	"1S"	"0"		""	"L7591"	
Hg	1	"342.524"	"0.003"	"342.5289"	"0.0023"	""	""	""		"54068.6829"	"83263.3"	"5d10.6s.6p"	"1P*"	"1"	"5d10.6s.14d"	"1D"	"2"		""	"L7591"	
Hg	2	"342.5771"	"0.0004"	""	""	"400"	""	""		""	""	""	""	""	""	""	""		""	"L11760"	
Hg	2	"342.8293"	"0.0004"	""	""	"100"	""	""		""	""	""	""	""	""	""	""		""	"L11760"	
Hg	2	"343.0567"	"0.0004"	"343.05676"	"0.00010"	"1000c"	"3.5e+03"	"9.3e-06"		"50555.567"	"79705.262"	"5d9.6s2"	"2D"	"3/2"	"5d9.6s.6p"	"(2D<5/2>,3P<0>)*"	"5/2"		"T7226"	"L11760"	
Hg	1	"343.713"	"0.003"	"343.713"	"0.004"	""	""	""		"54068.6829"	"83162.7"	"5d10.6s.6p"	"1P*"	"1"	"5d10.6s.15s"	"1S"	"0"		""	"L7591"	
Hg	2	"343.7902"	"0.0004"	"343.78980"	"0.00010"	"400c"	"1.1e+06"	"1.9e-03"		"106215.059"	"135302.600"	"5d9.6s.6p"	"(2D<5/2>,1P<1>)*"	"7/2"	"5d9.6s.7s"	"[(2D<5/2>,1/2)<3>,1/2]"	"7/2"		"T7226"	"L11760"	
Hg	1	"344.763"	"0.003"	"344.7644"	"0.0024"	""	""	""		"54068.6829"	"83074.0"	"5d10.6s.6p"	"1P*"	"1"	"5d10.6s.13d"	"3D"	"2"		""	"L7591"	
Hg	1	"344.826"	"0.003"	"344.8250"	"0.0020"	""	""	""		"54068.6829"	"83068.90"	"5d10.6s.6p"	"1P*"	"1"	"5d10.6s.13d"	"1D"	"2"		""	"L7591"	
Hg	3	"345.176"	"0.010"	""	""	"5"	""	""		""	""	""	""	""	""	""	""		""	"L3332"	
Hg	2	"345.2678"	"0.0004"	"345.26760"	"0.00010"	"30000"	"1.8e+07"	"3.2e-02"		"111174.092"	"140137.134"	"5d9.6s.6p"	"(2D<3/2>,3P<2>)*"	"5/2"	"5d9.6s.7s"	"[(2D<5/2>,1/2)<2>,1/2]"	"5/2"		"T7226"	"L11760"	
Hg	2	"346.0155"	"0.0012"	"346.01612"	"0.00010"	"350G"	"1.5e+05"	"5.4e-04"		"95714.406"	"124614.794"	"5d10.7s"	"2S"	"1/2"	"5d9.6s.6p"	"(2D<3/2>,1P<1>)*"	"3/2"		"T7226"	"L11760"	
Hg	1	"346.451"	"0.003"	"346.4497"	"0.0024"	""	""	""		"54068.6829"	"82932.9"	"5d10.6s.6p"	"1P*"	"1"	"5d10.6s.14s"	"1S"	"0"		""	"L7591"	
Hg	1	"347.816"	"0.013"	"347.828"	"0.006"	"0"	""	""		"54068.6829"	"82818.5"	"5d10.6s.6p"	"1P*"	"1"	"5d10.6s.10f"	"1F*"	"3"	E2	""	"L7589c86"	
Hg	1	"347.904"	"0.003"	"347.9031"	"0.0023"	""	""	""		"54068.6829"	"82812.32"	"5d10.6s.6p"	"1P*"	"1"	"5d10.6s.12d"	"3D"	"2"		""	"L7591"	
Hg	1	"347.991"	"0.003"	"347.9895"	"0.0023"	""	""	""		"54068.6829"	"82805.18"	"5d10.6s.6p"	"1P*"	"1"	"5d10.6s.12d"	"1D"	"2"		""	"L7591"	
Hg	2	"348.5869"	"0.0004"	"348.58694"	"0.00010"	"400s"	"6.0e+06"	"1.1e-02"		"103873.302"	"132560.550"	"5d9.6s.6p"	"(2D<3/2>,3P<1>)*"	"1/2"	"5d10.9s"	"2S"	"1/2"		"T7226"	"L11760"	
Hg	2	"348.9397"	"0.0004"	""	""	"150"	""	""		""	""	""	""	""	""	""	""		""	"L11760"	
Hg	2	"349.4859"	"0.0004"	"349.48596"	"0.00010"	"8000h"	"2.7e+07"	"7.4e-02"		"106086.013"	"134699.466"	"5d9.6s.6p"	"(2D<5/2>,1P<1>)*"	"3/2"	"5d10.8d"	"2D"	"5/2"		"T7226"	"L11760"	
Hg	3	"350.135"	"0.010"	""	""	"3"	""	""		""	""	""	""	""	""	""	""		""	"L3332"	
Hg	1	"350.300"	"0.003"	"350.2993"	"0.0025"	""	""	""		"54068.6829"	"82615.7"	"5d10.6s.6p"	"1P*"	"1"	"5d10.6s.13s"	"1S"	"0"		""	"L7591"	
Hg	2	"351.0762"	"0.0004"	"351.07599"	"0.00010"	"100h"	"4.2e+04"	"1.2e-04"		"97095.774"	"125579.636"	"5d9.6s.6p"	"(2D<3/2>,3P<0>)*"	"3/2"	"5d10.7d"	"2D"	"5/2"		"T7226"	"L11760"	
Hg	2	"351.1629"	"0.0004"	"351.16255"	"0.00010"	"800h"	"4.8e+06"	"8.9e-03"		"106086.013"	"134562.854"	"5d9.6s.6p"	"(2D<5/2>,1P<1>)*"	"3/2"	"5d10.8d"	"2D"	"3/2"		"T7226"	"L11760"	
Hg	2	"351.6169"	"0.0004"	"351.61649"	"0.00010"	"200h"	"5.6e+05"	"1.3e-03"		"110604.447"	"139044.524"	"5d9.6s.6p"	"(2D<3/2>,3P<2>)*"	"7/2"	"5d10.6g"	"2G"	"9/2"		"T7226"	"L11760"	
Hg	2	"351.6169"	"0.0004"	"351.61653"	"0.00010"	"200h"	"2.0e+04"	"3.7e-05"		"110604.447"	"139044.521"	"5d9.6s.6p"	"(2D<3/2>,3P<2>)*"	"7/2"	"5d10.6g"	"2G"	"7/2"		"T7226"	"L11760"	
Hg	1	"352.271"	"0.013"	"352.281"	"0.005"	"0"	""	""		"54068.6829"	"82455.1"	"5d10.6s.6p"	"1P*"	"1"	"5d10.6s.9f"	"1F*"	"3"	E2	""	"L7589c86"	
Hg	1	"352.403"	"0.003"	"352.4016"	"0.0021"	""	""	""		"54068.6829"	"82445.40"	"5d10.6s.6p"	"1P*"	"1"	"5d10.6s.11d"	"3D"	"2"		""	"L7591"	
Hg	1	"352.528"	"0.003"	"352.5221"	"0.0021"	""	""	""		"54068.6829"	"82435.70"	"5d10.6s.6p"	"1P*"	"1"	"5d10.6s.11d"	"1D"	"2"		""	"L7591"	
Hg	2	"353.3604"	"0.0004"	"353.3609"	"0.0010"	"100000"	"3.0e+07"	"8.4e-02"		"104984.138"	"133283.820"	"5d10.6d"	"2D"	"3/2"	"5d10.6f"	"2F*"	"5/2"		"T7226"	"L11760"	
Hg	3	"353.989"	"0.010"	""	""	"4"	""	""		""	""	""	""	""	""	""	""		""	"L3332"	
Hg	2	"354.2364"	"0.0004"	"354.23613"	"0.00010"	"100h"	"3.0e+04"	"5.6e-05"		"97095.774"	"125325.531"	"5d9.6s.6p"	"(2D<3/2>,3P<0>)*"	"3/2"	"5d10.7d"	"2D"	"3/2"		"T7226"	"L11760"	
Hg	1	"354.447"	"0.004"	"354.4365"	"0.0020"	"60"	""	""		"68886.43"	"97100.23"	"5d9.6s2.(2D<5/2>).6p"	"2[3/2]*"	"2"	"5d9.6s2.(2D<5/2>).7s"	"2[5/2]"	"3"		""	"L4742,L1310c86"	
Hg	2	"355.0425"	"0.0004"	"355.04215"	"0.00010"	"30000"	"1.5e+07"	"4.3e-02"		"111971.464"	"140137.134"	"5d10.7p"	"2P*"	"3/2"	"5d9.6s.7s"	"[(2D<5/2>,1/2)<2>,1/2]"	"5/2"		"T7226"	"L11760"	
Hg	3	"355.826"	"0.010"	""	""	"5"	""	""		""	""	""	""	""	""	""	""		""	"L3332"	
Hg	1	"355.975"	"0.003"	"355.9747"	"0.0023"	""	""	""		"54068.6829"	"82160.57"	"5d10.6s.6p"	"1P*"	"1"	"5d10.6s.12s"	"1S"	"0"		""	"L7591"	
Hg	2	"356.3402"	"0.0004"	""	""	"100"	""	""		""	""	""	""	""	""	""	""		""	"L11760"	
Hg	1	"358.987"	"0.013"	"358.985"	"0.005"	"0"	""	""		"54068.6829"	"81925.0"	"5d10.6s.6p"	"1P*"	"1"	"5d10.6s.8f"	"1F*"	"3"	E2	""	"L7589c86"	
Hg	1	"359.203"	"0.003"	"359.2016"	"0.0018"	""	""	""		"54068.6829"	"81908.20"	"5d10.6s.6p"	"1P*"	"1"	"5d10.6s.10d"	"3D"	"2"		""	"L7591"	
Hg	1	"359.250"	"0.020"	"359.256"	"0.003"	"1"	""	""		"54068.6829"	"81904.0"	"5d10.6s.6p"	"1P*"	"1"	"5d10.6s.10d"	"3D"	"1"		""	"L7587c86"	
Hg	1	"359.377"	"0.003"	"359.3773"	"0.0019"	""	""	""		"54068.6829"	"81894.59"	"5d10.6s.6p"	"1P*"	"1"	"5d10.6s.10d"	"1D"	"2"		""	"L7591"	
Hg	2	"360.3959"	"0.0004"	"360.39565"	"0.00010"	"600c"	"9.8e+05"	"1.3e-03"		"111174.092"	"138921.375"	"5d9.6s.6p"	"(2D<3/2>,3P<2>)*"	"5/2"	"5d9.6s.7s"	"[(2D<5/2>,1/2)<2>,1/2]"	"3/2"		"T7226"	"L11760"	
Hg	2	"360.4936"	"0.0004"	"360.4932"	"0.0010"	"1500"	"2.0e+06"	"3.9e-03"		"105544.042"	"133283.820"	"5d10.6d"	"2D"	"5/2"	"5d10.6f"	"2F*"	"5/2"		"T7226"	"L11760"	
Hg	2	"360.5113"	"0.0004"	"360.51124"	"0.00010"	"45000c"	"1.4e+07"	"2.7e-02"		"108975.732"	"136714.118"	"5d9.6s.6p"	"(2D<5/2>,1P<1>)*"	"5/2"	"5d9.6s.7s"	"[(2D<5/2>,1/2)<3>,1/2]"	"5/2"		"T7226"	"L11760"	
Hg	2	"360.6791"	"0.0002"	"360.67902"	"0.00010"	"100000"	"3.0e+07"	"7.8e-02"		"105544.042"	"133269.525"	"5d10.6d"	"2D"	"5/2"	"5d10.6f"	"2F*"	"7/2"		"T7226"	"L11760"	
Hg	2	"360.7914"	"0.0004"	"360.79144"	"0.00010"	"8000"	"5.7e+06"	"1.7e-02"		"111971.464"	"139688.308"	"5d10.7p"	"2P*"	"3/2"	"5d10.9d"	"2D"	"5/2"		"T7226"	"L11760"	
Hg	2	"361.5906"	"0.0004"	"361.59069"	"0.00010"	"450"	"8.5e+05"	"1.7e-03"		"111971.464"	"139627.043"	"5d10.7p"	"2P*"	"3/2"	"5d10.9d"	"2D"	"3/2"		"T7226"	"L11760"	
Hg	2	"363.3398"	"0.0004"	"363.33948"	"0.00010"	"8000"	"3.5e+06"	"1.0e-02"		"109191.648"	"136714.118"	"5d9.6s.6p"	"(2D<3/2>,3P<2>)*"	"3/2"	"5d9.6s.7s"	"[(2D<5/2>,1/2)<3>,1/2]"	"5/2"		"T7226"	"L11760"	
Hg	2	"364.4331"	"0.0004"	"364.43343"	"0.00010"	"100h"	"1.2e+04"	"2.4e-05"		"106215.059"	"133654.913"	"5d9.6s.6p"	"(2D<5/2>,1P<1>)*"	"7/2"	"5d10.5g"	"2G"	"7/2"		"T7226"	"L11760"	
Hg	2	"364.4331"	"0.0004"	"364.43388"	"0.00010"	"100h"	"3.4e+05"	"8.5e-04"		"106215.059"	"133654.879"	"5d9.6s.6p"	"(2D<5/2>,1P<1>)*"	"7/2"	"5d10.5g"	"2G"	"9/2"		"T7226"	"L11760"	
Hg	1	"365.11980"	"0.00010"	"365.11980"	"0.00009"	"9000"	"1.29e+08"	"3.60e-01"	B+	"44042.909"	"71431.180"	"5d10.6s.6p"	"3P*"	"2"	"5d10.6s.6d"	"3D"	"3"		"T5292"	"L7247"	
