element	sp_num	obs_wl_vac(nm)	unc_obs_wl	ritz_wl_vac(nm)	unc_ritz_wl	intens	Aki(s^-1)	fik	Acc	Ei(cm-1)	Ek(cm-1)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
Na	5	""	""	"22.0412"	"0.0024"	""	"2.31e-01"	""	E	"217440"	"671136"	"2s.2p4"	"4P"	"1/2"	"2s2.2p2.(3P).3s"	"4P"	"1/2"	M1	"T7663c11"	""	
Na	7	""	""	"22.067"	"0.007"	""	"9.01e+09"	"9.87e-02"	B	"1008420"	"1461590"	"2s2.3p"	"2P*"	"3/2"	"2s2.5d"	"2D"	"5/2"		"T7192c3,LS"	""	
Na	7	""	""	"22.070"	"0.007"	""	"1.51e+09"	"1.10e-02"	C	"1008420"	"1461520"	"2s2.3p"	"2P*"	"3/2"	"2s2.5d"	"2D"	"3/2"		"T7192c3,LS"	""	
Na	5	""	""	"22.147"	"0.003"	""	"7.85e+03"	""	D	"297893"	"749420"	"2s.2p4"	"2D"	"5/2"	"2s2.2p2.(1S).3s"	"2S"	"1/2"	E2	"T7663c11"	""	
Na	5	""	""	"22.149"	"0.003"	""	"6.50e-06"	""	E	"297929"	"749420"	"2s.2p4"	"2D"	"3/2"	"2s2.2p2.(1S).3s"	"2S"	"1/2"	M1	"T7663c11"	""	
Na	5	""	""	"22.149"	"0.003"	""	"5.20e+03"	""	E	"297929"	"749420"	"2s.2p4"	"2D"	"3/2"	"2s2.2p2.(1S).3s"	"2S"	"1/2"	E2	"T7663c11"	""	
Na	9	""	""	"22.377"	"0.007"	""	"3.82e+10"	"5.73e-01"	A	"1415370"	"1862250"	"1s2.3p"	"2P*"	"1/2"	"1s2.4d"	"2D"	"3/2"		"T5118c64,LS"	""	
Na	9	""	""	"22.399"	"0.007"	""	"4.56e+10"	"5.15e-01"	A	"1416130"	"1862570"	"1s2.3p"	"2P*"	"3/2"	"1s2.4d"	"2D"	"5/2"		"T5118c64,LS"	""	
Na	9	""	""	"22.415"	"0.007"	""	"7.59e+09"	"5.72e-02"	A	"1416130"	"1862250"	"1s2.3p"	"2P*"	"3/2"	"1s2.4d"	"2D"	"3/2"		"T5118c64,LS"	""	
Na	7	""	""	"22.475"	"0.007"	""	"5.33e+07"	"6.05e-04"	D	"1008420"	"1453350"	"2s2.3p"	"2P*"	"3/2"	"2s.2p.(3P*).4p"	"2D"	"5/2"		"T7192c3,LS"	""	
Na	7	""	""	"22.539"	"0.007"	""	"8.80e+06"	"6.70e-05"	E	"1008420"	"1452100"	"2s2.3p"	"2P*"	"3/2"	"2s.2p.(3P*).4p"	"2D"	"3/2"		"T7192c3,LS"	""	
Na	7	""	""	"22.829"	"0.007"	""	"6.95e+09"	"8.14e-02"	C+	"1154780"	"1592820"	"2s.2p.(3P*).3p"	"2D"	"3/2"	"2s.2p.(3P*).5d"	"2F*"	"5/2"		"T7192c3,LS"	""	
Na	7	""	""	"22.845"	"0.007"	""	"7.43e+09"	"7.75e-02"	B	"1156180"	"1593920"	"2s.2p.(3P*).3p"	"2D"	"5/2"	"2s.2p.(3P*).5d"	"2F*"	"7/2"		"T7192c3,LS"	""	
Na	7	""	""	"22.902"	"0.007"	""	"4.91e+08"	"3.86e-03"	C	"1156180"	"1592820"	"2s.2p.(3P*).3p"	"2D"	"5/2"	"2s.2p.(3P*).5d"	"2F*"	"5/2"		"T7192c3,LS"	""	
Na	3	"22.98693"	"0.00020"	"22.987026"	"0.000008"	"15"	"2.91e+09"	"1.15e-02"	C	"0.00"	"435028.00"	"2s2.2p5"	"2P*"	"3/2"	"2s2.2p4.(1S).3s"	"2S"	"1/2"		"c51,T7317"	"L1883"	
Na	3	"23.05933"	"0.00020"	"23.059463"	"0.000014"	"12"	"1.59e+09"	"1.27e-02"	C	"1366.55"	"435028.00"	"2s2.2p5"	"2P*"	"1/2"	"2s2.2p4.(1S).3s"	"2S"	"1/2"		"c51,T7317"	"L1883"	
Na	9	"23.178"	"0.005"	"23.098"	"0.008"	"*"	""	""		"1430000"	"[1862930]"	"1s2.3d"	"2D"	"3/2"	"1s2.4f"	"2F*"	"5/2"		""	"L1331"	
Na	9	"23.178"	"0.005"	"23.106"	"0.008"	"*"	""	""		"1430200"	"[1862980]"	"1s2.3d"	"2D"	"5/2"	"1s2.4f"	"2F*"	"7/2"		""	"L1331"	
Na	9	"23.178"	"0.005"	"23.109"	"0.008"	"*"	""	""		"1430200"	"[1862930]"	"1s2.3d"	"2D"	"5/2"	"1s2.4f"	"2F*"	"5/2"		""	"L1331"	
Na	9	""	""	"23.432"	"0.008"	""	"2.85e+08"	"2.35e-03"	B+	"1430000"	"[1856770]"	"1s2.3d"	"2D"	"3/2"	"1s2.4p"	"2P*"	"3/2"		"T5118c64,LS"	""	
Na	9	""	""	"23.443"	"0.008"	""	"2.57e+09"	"1.41e-02"	A	"1430200"	"[1856770]"	"1s2.3d"	"2D"	"5/2"	"1s2.4p"	"2P*"	"3/2"		"T5118c64,LS"	""	
Na	9	""	""	"23.450"	"0.008"	""	"2.84e+09"	"1.17e-02"	A	"1430000"	"[1856440]"	"1s2.3d"	"2D"	"3/2"	"1s2.4p"	"2P*"	"1/2"		"T5118c64,LS"	""	
Na	7	""	""	"23.461"	"0.008"	""	"9.82e+07"	"1.62e-03"	D	"1103220"	"1529460"	"2s.2p.(3P*).3s"	"2P*"	"1/2"	"2s2.6d"	"2D"	"3/2"		"T7192c3,LS"	""	
Na	9	""	""	"23.531"	"0.008"	""	"6.36e+09"	"5.28e-02"	A	"1415370"	"1840350"	"1s2.3p"	"2P*"	"1/2"	"1s2.4s"	"2S"	"1/2"		"T5118c64,LS"	""	
Na	7	""	""	"23.538"	"0.008"	""	"1.16e+08"	"1.45e-03"	D	"1104620"	"1529460"	"2s.2p.(3P*).3s"	"2P*"	"3/2"	"2s2.6d"	"2D"	"5/2"		"T7192c3,LS"	""	
Na	7	""	""	"23.538"	"0.008"	""	"1.94e+07"	"1.61e-04"	E	"1104620"	"1529460"	"2s.2p.(3P*).3s"	"2P*"	"3/2"	"2s2.6d"	"2D"	"3/2"		"T7192c3,LS"	""	
Na	9	""	""	"23.573"	"0.008"	""	"1.27e+10"	"5.27e-02"	A	"1416130"	"1840350"	"1s2.3p"	"2P*"	"3/2"	"1s2.4s"	"2S"	"1/2"		"T5118c64,LS"	""	
Na	7	""	""	"23.574"	"0.008"	""	"2.03e+08"	"1.69e-03"	D+	"1008420"	"1432610"	"2s2.3p"	"2P*"	"3/2"	"2p2.(1D).3d"	"2P"	"3/2"		"T7192c3,LS"	""	
Na	7	""	""	"23.600"	"0.008"	""	"8.10e+07"	"3.38e-04"	E	"1008420"	"1432140"	"2s2.3p"	"2P*"	"3/2"	"2p2.(1D).3d"	"2P"	"1/2"		"T7192c3,LS"	""	
Na	7	""	""	"23.639"	"0.008"	""	"6.84e+08"	"8.60e-03"	C	"1154780"	"1577810?"	"2s.2p.(3P*).3p"	"2D"	"3/2"	"2s.2p.(1P*).4d"	"2F*"	"5/2"		"T7192c3,LS"	""	
Na	8	""	""	"23.650"	"0.008"	""	"1.03e+09"	"1.44e-02"	D+	"1426120"	"1848960"	"1s2.2p.3s"	"1P*"	"1"	"1s2.2s.5d"	"1D"	"2"		"T5633c3"	""	
Na	8	""	""	"23.674"	"0.008"	""	"2.50e+09"	"3.50e-02"	C	"1400470"	"1822880"	"1s2.2p.3s"	"3P*"	"1"	"1s2.2p.4p"	"3P"	"2"		"T5633c3,LS"	""	
Na	7	""	""	"23.717"	"0.008"	""	"7.26e+08"	"8.16e-03"	C	"1156180"	"1577810?"	"2s.2p.(3P*).3p"	"2D"	"5/2"	"2s.2p.(1P*).4d"	"2F*"	"7/2"		"T7192c3,LS"	""	
Na	7	""	""	"23.717"	"0.008"	""	"4.84e+07"	"4.08e-04"	D	"1156180"	"1577810?"	"2s.2p.(3P*).3p"	"2D"	"5/2"	"2s.2p.(1P*).4d"	"2F*"	"5/2"		"T7192c3,LS"	""	
Na	8	""	""	"23.771"	"0.008"	""	"7.40e+09"	"6.27e-02"	C+	"1402200"	"1822880"	"1s2.2p.3s"	"3P*"	"2"	"1s2.2p.4p"	"3P"	"2"		"T5633c3,LS"	""	
Na	8	""	""	"24.065"	"0.008"	""	"8.57e+09"	"1.24e-01"	C+	"1400470"	"1816010?"	"1s2.2p.3s"	"3P*"	"1"	"1s2.2p.4p"	"3D"	"2"		"T5633c3,LS"	""	
Na	8	""	""	"24.091"	"0.008"	""	"1.14e+10"	"1.39e-01"	C+	"1402200"	"1817290"	"1s2.2p.3s"	"3P*"	"2"	"1s2.2p.4p"	"3D"	"3"		"T5633c3,LS"	""	
Na	8	""	""	"24.166"	"0.008"	""	"2.82e+09"	"2.47e-02"	C	"1402200"	"1816010?"	"1s2.2p.3s"	"3P*"	"2"	"1s2.2p.4p"	"3D"	"2"		"T5633c3,LS"	""	
Na	5	""	""	"24.2626"	"0.0024"	""	"1.57e+00"	""	E	"297893"	"710050"	"2s.2p4"	"2D"	"5/2"	"2s2.2p2.(1D).3s"	"2D"	"5/2"	M1	"T7663c11"	""	
Na	5	""	""	"24.2626"	"0.0024"	""	"6.29e+03"	""	D+	"297893"	"710050"	"2s.2p4"	"2D"	"5/2"	"2s2.2p2.(1D).3s"	"2D"	"5/2"	E2	"T7663c11"	""	
Na	5	""	""	"24.2626"	"0.0024"	""	"6.98e-02"	""	E	"297893"	"710050"	"2s.2p4"	"2D"	"5/2"	"2s2.2p2.(1D).3s"	"2D"	"3/2"	M1	"T7663c11"	""	
Na	5	""	""	"24.2626"	"0.0024"	""	"2.35e+03"	""	E	"297893"	"710050"	"2s.2p4"	"2D"	"5/2"	"2s2.2p2.(1D).3s"	"2D"	"3/2"	E2	"T7663c11"	""	
Na	5	""	""	"24.2647"	"0.0024"	""	"3.06e-01"	""	E	"297929"	"710050"	"2s.2p4"	"2D"	"3/2"	"2s2.2p2.(1D).3s"	"2D"	"3/2"	M1	"T7663c11"	""	
Na	5	""	""	"24.2647"	"0.0024"	""	"1.56e+03"	""	E	"297929"	"710050"	"2s.2p4"	"2D"	"3/2"	"2s2.2p2.(1D).3s"	"2D"	"5/2"	E2	"T7663c11"	""	
Na	5	""	""	"24.2647"	"0.0024"	""	"5.20e-02"	""	E	"297929"	"710050"	"2s.2p4"	"2D"	"3/2"	"2s2.2p2.(1D).3s"	"2D"	"5/2"	M1	"T7663c11"	""	
Na	5	""	""	"24.2647"	"0.0024"	""	"5.52e+03"	""	D	"297929"	"710050"	"2s.2p4"	"2D"	"3/2"	"2s2.2p2.(1D).3s"	"2D"	"3/2"	E2	"T7663c11"	""	
Na	7	""	""	"24.270"	"0.008"	""	"1.37e+09"	"1.61e-02"	C	"1060700"	"1472730"	"2s2.3d"	"2D"	"5/2"	"2s.2p.(3P*).4d"	"2F*"	"7/2"		"T7192c3,LS"	""	
Na	7	""	""	"24.332"	"0.008"	""	"1.27e+09"	"1.69e-02"	C	"1060580"	"1471560"	"2s2.3d"	"2D"	"3/2"	"2s.2p.(3P*).4d"	"2F*"	"5/2"		"T7192c3,LS"	""	
Na	7	""	""	"24.339"	"0.008"	""	"9.03e+07"	"8.02e-04"	D	"1060700"	"1471560"	"2s2.3d"	"2D"	"5/2"	"2s.2p.(3P*).4d"	"2F*"	"5/2"		"T7192c3,LS"	""	
Na	8	""	""	"24.354"	"0.008"	""	"1.04e+10"	"2.77e-01"	C	"1262780"	"1673390"	"1s2.2s.3s"	"1S"	"0"	"1s2.2s.4p"	"1P*"	"1"		"T5633c3"	""	
Na	8	""	""	"24.383"	"0.008"	""	"3.69e+09"	"3.29e-02"	C	"1432980"	"1843110"	"1s2.2p.3p"	"1P"	"1"	"1s2.2p.4d"	"1P*"	"1"		"T5633c3"	""	
Na	8	""	""	"24.635"	"0.009"	""	"6.12e+09"	"5.57e-02"	C	"1432980"	"1838910"	"1s2.2p.3p"	"1P"	"1"	"1s2.2s.5p"	"1P*"	"1"		"T5633c3"	""	
Na	7	""	""	"24.785"	"0.009"	""	"2.89e+06"	"3.99e-05"	E	"1060580"	"1464050"	"2s2.3d"	"2D"	"3/2"	"2s.2p.(3P*).4d"	"2D*"	"5/2"		"T7192c3,LS"	""	
Na	7	""	""	"24.792"	"0.009"	""	"4.05e+07"	"3.73e-04"	D	"1060700"	"1464050"	"2s2.3d"	"2D"	"5/2"	"2s.2p.(3P*).4d"	"2D*"	"5/2"		"T7192c3,LS"	""	
Na	8	""	""	"24.905"	"0.009"	""	"9.42e+09"	"1.46e-01"	C+	"1426120"	"1827640"	"1s2.2p.3s"	"1P*"	"1"	"1s2.2p.4p"	"1D"	"2"		"T5633c3"	""	
Na	3	"25.05168"	"0.00020"	"25.051210"	"0.000013"	"50s*"	"6.10e+08"	"5.74e-03"	B+	"0.00"	"399182.31"	"2s2.2p5"	"2P*"	"3/2"	"2s2.2p4.(1D).3s"	"2D"	"3/2"		"c51,T7317"	"L1883"	
Na	3	"25.05168"	"0.00020"	"25.051687"	"0.000013"	"50s*"	"4.49e+09"	"6.33e-02"	B+	"0.00"	"399174.71"	"2s2.2p5"	"2P*"	"3/2"	"2s2.2p4.(1D).3s"	"2D"	"5/2"		"c51,T7317"	"L1883"	
Na	3	"25.13720"	"0.00020"	"25.137265"	"0.000019"	"30"	"3.87e+09"	"7.33e-02"	B+	"1366.55"	"399182.31"	"2s2.2p5"	"2P*"	"1/2"	"2s2.2p4.(1D).3s"	"2D"	"3/2"		"c51,T7317"	"L1883"	
Na	7	""	""	"25.182"	"0.009"	""	"4.53e+07"	"4.31e-04"	D	"1186630"	"1583740"	"2s.2p.(3P*).3d"	"2D*"	"3/2"	"2s.2p.(3P*).5p"	"2D"	"3/2"		"T7192c3,LS"	""	
Na	7	""	""	"25.182"	"0.009"	""	"3.36e+06"	"4.79e-05"	E	"1186630"	"1583740"	"2s.2p.(3P*).3d"	"2D*"	"3/2"	"2s.2p.(3P*).5p"	"2D"	"5/2"		"T7192c3,LS"	""	
Na	8	""	""	"25.260"	"0.009"	""	"1.64e+08"	"1.57e-03"	E	"1439410?"	"1835290?"	"1s2.2p.3p"	"3D"	"1"	"1s2.2p.4d"	"3P*"	"1"		"T5633c3,LS"	""	
Na	7	""	""	"25.262"	"0.009"	""	"5.00e+06"	"3.19e-05"	E	"1187890"	"1583740"	"2s.2p.(3P*).3d"	"2D*"	"5/2"	"2s.2p.(3P*).5p"	"2D"	"3/2"		"T7192c3,LS"	""	
Na	7	""	""	"25.262"	"0.009"	""	"4.66e+07"	"4.46e-04"	D	"1187890"	"1583740"	"2s.2p.(3P*).3d"	"2D*"	"5/2"	"2s.2p.(3P*).5p"	"2D"	"5/2"		"T7192c3,LS"	""	
Na	8	""	""	"25.269"	"0.009"	""	"2.51e+10"	"4.00e-01"	B	"1294230"	"1689970"	"1s2.2s.3p"	"1P*"	"1"	"1s2.2s.4d"	"1D"	"2"		"T5633c3"	""	
Na	8	""	""	"25.278"	"0.009"	""	"6.58e+06"	"1.05e-04"	E	"1439410?"	"1835010"	"1s2.2p.3p"	"3D"	"1"	"1s2.2p.4d"	"3P*"	"2"		"T5633c3,LS"	""	
Na	9	""	""	"25.282"	"0.009"	""	"1.65e+09"	"3.17e-02"	B+	"1840350"	"2235890"	"1s2.4s"	"2S"	"1/2"	"1s2.7p"	"2P*"	"3/2"		"T5118c64,LS"	""	
Na	9	""	""	"25.282"	"0.009"	""	"1.65e+09"	"1.58e-02"	B	"1840350"	"2235890"	"1s2.4s"	"2S"	"1/2"	"1s2.7p"	"2P*"	"1/2"		"T5118c64,LS"	""	
Na	10	""	""	"25.2958"	"0.0018"	""	"4.25e+09"	"6.79e-02"	A	"(11115065)"	"(11510387)"	"1s.4s"	"3S"	"1"	"1s.6p"	"3P*"	"2"		"T5231c64,LS"	""	
Na	10	""	""	"25.2958"	"0.0018"	""	"4.24e+09"	"4.07e-02"	A	"(11115065)"	"(11510387)"	"1s.4s"	"3S"	"1"	"1s.6p"	"3P*"	"1"		"T5231c64,LS"	""	
Na	10	""	""	"25.2958"	"0.0018"	""	"4.25e+09"	"1.36e-02"	A	"(11115065)"	"(11510387)"	"1s.4s"	"3S"	"1"	"1s.6p"	"3P*"	"0"		"T5231c64,LS"	""	
Na	8	""	""	"25.315"	"0.009"	""	"4.89e+08"	"2.82e-03"	D	"1440260?"	"1835290?"	"1s2.2p.3p"	"3D"	"2"	"1s2.2p.4d"	"3P*"	"1"		"T5633c3,LS"	""	
Na	8	""	""	"25.332"	"0.009"	""	"9.77e+07"	"9.40e-04"	E	"1440260?"	"1835010"	"1s2.2p.3p"	"3D"	"2"	"1s2.2p.4d"	"3P*"	"2"		"T5633c3,LS"	""	
Na	8	""	""	"25.343"	"0.009"	""	"2.27e+10"	"3.64e-01"	B	"1432980"	"1827570"	"1s2.2p.3p"	"1P"	"1"	"1s2.2p.4d"	"1D*"	"2"		"T5633c3"	""	
Na	8	""	""	"25.428"	"0.009"	""	"7.88e+08"	"1.07e-02"	D+	"1440260?"	"1833530"	"1s2.2p.3p"	"3D"	"2"	"1s2.2p.4d"	"3D*"	"3"		"T5633c3,LS"	""	
Na	8	""	""	"25.437"	"0.009"	""	"5.40e+08"	"3.74e-03"	D	"1441880"	"1835010"	"1s2.2p.3p"	"3D"	"3"	"1s2.2p.4d"	"3P*"	"2"		"T5633c3,LS"	""	
Na	7	""	""	"25.528"	"0.009"	""	"6.70e+07"	"6.55e-04"	D	"1186630"	"1578350"	"2s.2p.(3P*).3d"	"2D*"	"3/2"	"2s.2p.(3P*).5p"	"2P"	"3/2"		"T7192c3,LS"	""	
Na	7	""	""	"25.528"	"0.009"	""	"6.69e+08"	"3.27e-03"	D+	"1186630"	"1578350"	"2s.2p.(3P*).3d"	"2D*"	"3/2"	"2s.2p.(3P*).5p"	"2P"	"1/2"		"T7192c3,LS"	""	
Na	8	""	""	"25.533"	"0.009"	""	"6.18e+09"	"6.04e-02"	C+	"1441880"	"1833530"	"1s2.2p.3p"	"3D"	"3"	"1s2.2p.4d"	"3D*"	"3"		"T5633c3,LS"	""	
Na	7	""	""	"25.611"	"0.009"	""	"5.96e+08"	"3.91e-03"	C	"1187890"	"1578350"	"2s.2p.(3P*).3d"	"2D*"	"5/2"	"2s.2p.(3P*).5p"	"2P"	"3/2"		"T7192c3,LS"	""	
Na	10	""	""	"25.8052"	"0.0019"	""	"4.21e+09"	"1.26e-01"	A	"(11124986)"	"(11512505)"	"1s.4s"	"1S"	"0"	"1s.6p"	"1P*"	"1"		"T5231c64"	""	
Na	10	""	""	"25.8311"	"0.0019"	""	"4.80e+09"	"1.44e-01"	A	"(11124873)"	"(11512003)"	"1s.4p"	"3P*"	"0"	"1s.6d"	"3D"	"1"		"T5231c64,LS"	""	
Na	8	""	""	"25.835"	"0.009"	""	"1.09e+10"	"1.09e-01"	C+	"1426120"	"1813190"	"1s2.2p.3s"	"1P*"	"1"	"1s2.2p.4p"	"1P"	"1"		"T5633c3"	""	
Na	10	""	""	"25.8359"	"0.0019"	""	"3.59e+09"	"3.59e-02"	A	"(11124944)"	"(11512003)"	"1s.4p"	"3P*"	"1"	"1s.6d"	"3D"	"1"		"T5231c64,LS"	""	
Na	10	""	""	"25.8359"	"0.0019"	""	"6.48e+09"	"1.08e-01"	A	"(11124944)"	"(11512003)"	"1s.4p"	"3P*"	"1"	"1s.6d"	"3D"	"2"		"T5231c64,LS"	""	
Na	10	""	""	"25.8559"	"0.0019"	""	"2.38e+08"	"1.43e-03"	A	"(11125244)"	"(11512003)"	"1s.4p"	"3P*"	"2"	"1s.6d"	"3D"	"1"		"T5231c64,LS"	""	
Na	10	""	""	"25.8559"	"0.0019"	""	"8.55e+09"	"1.20e-01"	A	"(11125244)"	"(11512003)"	"1s.4p"	"3P*"	"2"	"1s.6d"	"3D"	"3"		"T5231c64,LS"	""	
Na	10	""	""	"25.8559"	"0.0019"	""	"2.15e+09"	"2.15e-02"	A	"(11125244)"	"(11512003)"	"1s.4p"	"3P*"	"2"	"1s.6d"	"3D"	"2"		"T5231c64,LS"	""	
Na	7	""	""	"25.944"	"0.010"	""	"6.56e+07"	"9.93e-04"	D	"1198290"	"1583740"	"2s.2p.(1P*).3s"	"2P*"	"3/2"	"2s.2p.(3P*).5p"	"2D"	"5/2"		"T7192c3,LS"	""	
Na	7	""	""	"25.944"	"0.010"	""	"5.45e+07"	"1.10e-03"	D	"1198290"	"1583740"	"2s.2p.(1P*).3s"	"2P*"	"1/2"	"2s.2p.(3P*).5p"	"2D"	"3/2"		"T7192c3,LS"	""	
Na	7	""	""	"25.944"	"0.010"	""	"1.09e+07"	"1.10e-04"	E	"1198290"	"1583740"	"2s.2p.(1P*).3s"	"2P*"	"3/2"	"2s.2p.(3P*).5p"	"2D"	"3/2"		"T7192c3,LS"	""	
Na	8	""	""	"26.117"	"0.010"	""	"1.18e+10"	"1.21e-01"	C+	"1452400"	"1835290?"	"1s2.2p.3p"	"3S"	"1"	"1s2.2p.4d"	"3P*"	"1"		"T5633c3,LS"	""	
Na	8	""	""	"26.136"	"0.010"	""	"1.18e+10"	"2.02e-01"	C+	"1452400"	"1835010"	"1s2.2p.3p"	"3S"	"1"	"1s2.2p.4d"	"3P*"	"2"		"T5633c3,LS"	""	
Na	10	""	""	"26.1372"	"0.0019"	""	"4.88e+08"	"1.50e-02"	A	"(11124873)"	"(11507469)"	"1s.4p"	"3P*"	"0"	"1s.6s"	"3S"	"1"		"T5231c64,LS"	""	
Na	10	""	""	"26.1421"	"0.0019"	""	"1.46e+09"	"1.50e-02"	A	"(11124944)"	"(11507469)"	"1s.4p"	"3P*"	"1"	"1s.6s"	"3S"	"1"		"T5231c64,LS"	""	
Na	10	""	""	"26.1626"	"0.0019"	""	"2.44e+09"	"1.50e-02"	A	"(11125244)"	"(11507469)"	"1s.4p"	"3P*"	"2"	"1s.6s"	"3S"	"1"		"T5231c64,LS"	""	
Na	10	""	""	"26.2131"	"0.0019"	""	"9.00e+08"	"5.56e-03"	A	"(11131017)"	"(11512505)"	"1s.4d"	"1D"	"2"	"1s.6p"	"1P*"	"1"		"T5231c64"	""	
Na	9	""	""	"26.266"	"0.010"	""	"2.94e+09"	"6.08e-02"	B+	"[1856440]"	"2237160"	"1s2.4p"	"2P*"	"1/2"	"1s2.7d"	"2D"	"3/2"		"T5118c64,LS"	""	
Na	9	""	""	"26.288"	"0.010"	""	"3.51e+09"	"5.46e-02"	B+	"[1856770]"	"2237170"	"1s2.4p"	"2P*"	"3/2"	"1s2.7d"	"2D"	"5/2"		"T5118c64,LS"	""	
Na	9	""	""	"26.289"	"0.010"	""	"5.86e+08"	"6.07e-03"	B	"[1856770]"	"2237160"	"1s2.4p"	"2P*"	"3/2"	"1s2.7d"	"2D"	"3/2"		"T5118c64,LS"	""	
Na	2	"26.306"	"0.005"	"26.306"	"0.005"	"bl*"	""	""		"0.00"	"380140"	"2s2.2p6"	"1S"	"0"	"2s2.2p5.(2P*<1/2>).13d"	"2[3/2]*"	"1"		""	"L4668"	
Na	2	"26.306"	"0.005"	"26.306"	"0.005"	"bl*"	""	""		"0.00"	"380140"	"2s2.2p6"	"1S"	"0"	"2s2.2p5.(2P*<1/2>).14s"	"2[3/2]*"	"1"		""	"L4668"	
Na	7	""	""	"26.312"	"0.010"	""	"1.18e+08"	"1.22e-03"	D	"1198290"	"1578350"	"2s.2p.(1P*).3s"	"2P*"	"1/2"	"2s.2p.(3P*).5p"	"2P"	"1/2"		"T7192c3,LS"	""	
Na	7	""	""	"26.312"	"0.010"	""	"5.90e+07"	"3.06e-04"	E	"1198290"	"1578350"	"2s.2p.(1P*).3s"	"2P*"	"3/2"	"2s.2p.(3P*).5p"	"2P"	"1/2"		"T7192c3,LS"	""	
Na	7	""	""	"26.312"	"0.010"	""	"1.47e+08"	"1.53e-03"	D+	"1198290"	"1578350"	"2s.2p.(1P*).3s"	"2P*"	"3/2"	"2s.2p.(3P*).5p"	"2P"	"3/2"		"T7192c3,LS"	""	
Na	7	""	""	"26.312"	"0.010"	""	"2.94e+07"	"6.11e-04"	E	"1198290"	"1578350"	"2s.2p.(1P*).3s"	"2P*"	"1/2"	"2s.2p.(3P*).5p"	"2P"	"3/2"		"T7192c3,LS"	""	
Na	10	""	""	"26.3333"	"0.0020"	""	"1.64e+08"	"1.70e-03"	A	"(11130639)"	"(11510387)"	"1s.4d"	"3D"	"2"	"1s.6p"	"3P*"	"2"		"T5231c64,LS"	""	
Na	10	""	""	"26.3333"	"0.0020"	""	"9.16e+08"	"6.80e-03"	A	"(11130639)"	"(11510387)"	"1s.4d"	"3D"	"3"	"1s.6p"	"3P*"	"2"		"T5231c64,LS"	""	
Na	10	""	""	"26.3333"	"0.0020"	""	"1.09e+07"	"1.89e-04"	A	"(11130639)"	"(11510387)"	"1s.4d"	"3D"	"1"	"1s.6p"	"3P*"	"2"		"T5231c64,LS"	""	
Na	10	""	""	"26.3333"	"0.0020"	""	"1.09e+09"	"3.78e-03"	A	"(11130639)"	"(11510387)"	"1s.4d"	"3D"	"1"	"1s.6p"	"3P*"	"0"		"T5231c64,LS"	""	
Na	10	""	""	"26.3333"	"0.0020"	""	"2.72e+08"	"2.83e-03"	A	"(11130639)"	"(11510387)"	"1s.4d"	"3D"	"1"	"1s.6p"	"3P*"	"1"		"T5231c64,LS"	""	
Na	10	""	""	"26.3333"	"0.0020"	""	"8.18e+08"	"5.10e-03"	A	"(11130639)"	"(11510387)"	"1s.4d"	"3D"	"2"	"1s.6p"	"3P*"	"1"		"T5231c64,LS"	""	
Na	10	""	""	"26.3335"	"0.0020"	""	"8.66e+09"	"1.50e-01"	A	"(11132393)"	"(11512137)"	"1s.4p"	"1P*"	"1"	"1s.6d"	"1D"	"2"		"T5231c64"	""	
Na	2	"26.339"	"0.005"	"26.339"	"0.005"	"bl*"	""	""		"0.00"	"379660"	"2s2.2p6"	"1S"	"0"	"2s2.2p5.(2P*<1/2>).13s"	"2[3/2]*"	"1"		""	"L4668"	
Na	2	"26.339"	"0.005"	"26.339"	"0.005"	"bl*"	""	""		"0.00"	"379660"	"2s2.2p6"	"1S"	"0"	"2s2.2p5.(2P*<1/2>).12d"	"2[3/2]*"	"1"		""	"L4668"	
Na	2	"26.381"	"0.005"	"26.381"	"0.005"	"bl*"	""	""		"0.00"	"379060"	"2s2.2p6"	"1S"	"0"	"2s2.2p5.(2P*<1/2>).12s"	"2[3/2]*"	"1"		""	"L4668"	
Na	2	"26.381"	"0.005"	"26.381"	"0.005"	"bl*"	""	""		"0.00"	"379060"	"2s2.2p6"	"1S"	"0"	"2s2.2p5.(2P*<1/2>).11d"	"2[3/2]*"	"1"		""	"L4668"	
Na	2	"26.434"	"0.005"	"26.434"	"0.005"	"bl*"	""	""		"0.00"	"378300"	"2s2.2p6"	"1S"	"0"	"2s2.2p5.(2P*<1/2>).11s"	"2[3/2]*"	"1"		""	"L4668"	
Na	2	"26.434"	"0.005"	"26.434"	"0.005"	"bl*"	""	""		"0.00"	"378300"	"2s2.2p6"	"1S"	"0"	"2s2.2p5.(2P*<3/2>).13s"	"2[3/2]*"	"1"		""	"L4668"	
Na	2	"26.434"	"0.005"	"26.434"	"0.005"	"bl*"	""	""		"0.00"	"378300"	"2s2.2p6"	"1S"	"0"	"2s2.2p5.(2P*<3/2>).12d"	"2[3/2]*"	"1"		""	"L4668"	
Na	2	"26.434"	"0.005"	"26.434"	"0.005"	"bl*"	""	""		"0.00"	"378300"	"2s2.2p6"	"1S"	"0"	"2s2.2p5.(2P*<1/2>).10d"	"2[3/2]*"	"1"		""	"L4668"	
