# fichier jupiter.txt
##############################################################################
# Position prevue de la planète Jupiter par rapport au Soleil.
# Les donnees sont toutes prises a 86 jours d'intervalle.
# La premiere ligne correspond au 1er janvier 2021, la deuxième au 07/01/21...
# Les distances sont exprimees en unite astronomique (au) : 1 au = 1.496e+11 m
##############################################################################
X (abscisse)	Y (ordonnee)
3.492892464488331	-4.178215096257314
3.9377297620993117	-3.747763667816166
4.328981834602255	-3.2663242142811093
4.660901570809883	-2.7401313767242916
4.928367067212167	-2.176062399497968
5.1269530394464455	-1.581598697498044
5.253006538040648	-0.9647797344876531
5.303726416063933	-0.33414676654019837
5.277245339136095	0.30132613148585724
5.172712358592699	0.9323163466473139
4.990373197793236	1.5492547333020215
4.7316444611193536	2.1424473473912475
4.39917702341533	2.7022181995893324
3.996902984642773	3.2190732517104346
3.5300599039425355	3.6838844381166465
3.00518571122893	4.088090691148629
2.4300778993878227	4.423910865157143
1.8137114818505122	4.684561241839706
1.1661118682257114	4.864468194486536
0.4981812866711201	4.9594648910531625
-0.17851943784222948	4.966959957001817
-0.8520283061321802	4.886066102844083
-1.5102696278708836	4.717678054111386
-2.141359149522717	4.464491741940235
-2.7339120570605018	4.130960448212247
-3.277338060442967	3.723188066141562
-3.762108302448016	3.2487642918825093
-4.179980909867731	2.716550800014453
-4.524175349728773	2.1364307281575825
-4.789489898571846	1.519035721631815
-4.9723609111488205	0.875465218554415
-5.0708666339677295	0.21701168155663722
-5.084681611427992	-0.4450966062113169
-5.014990015383599	-1.0999263602902654
-4.864367418811808	-1.7370379832234533
-4.636640718149371	-2.3466493468103784
-4.336735283757445	-2.919764479446127
-3.97051723220791	-3.448269006917561
-3.5446372166055236	-3.9249956272110276
-3.0663805363335257	-4.343763755234128
-2.543526837071291	-4.699397834125062
-1.9842213108853068	-4.9877287839886435
-1.396858169474062	-5.205582757962843
-0.7899762667993493	-5.350760899905026
-0.1721660789696841	-5.422013229367873
0.44801321774942887	-5.4190091785219066
1.062108129437532	-5.342306713007838
1.6618384125323054	-5.193321408304674
2.2391596162552263	-4.974296336018809
2.7863223746075994	-4.688273142249259
3.2959301496523117	-4.339064268724057
